event,RMSE,MSE,MAE,WAE,time
uNeuroOne_monmlp::monmlp.fit_BFGS_15,0.2831,0.0802,0.2316,0.5602,0.19
uNeuroOne_monmlp::monmlp.fit_BFGS_16,0.283,0.0801,0.2314,0.5666,0.18
uNeuroOne_monmlp::monmlp.fit_BFGS_17,0.2832,0.0802,0.2309,0.5801,0.19
uNeuroOne_monmlp::monmlp.fit_BFGS_18,0.2831,0.0801,0.2312,0.5742,0.18
uNeuroOne_monmlp::monmlp.fit_BFGS_19,0.2831,0.0801,0.2311,0.5748,0.21
uNeuroOne_monmlp::monmlp.fit_BFGS_20,0.2831,0.0801,0.2312,0.5681,0.18
uNeuroOne_nlsr::nlxb_none_01,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_02,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_03,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_04,0.283,0.0801,0.2313,0.5675,0.01
uNeuroOne_nlsr::nlxb_none_05,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nlsr::nlxb_none_06,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_07,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nlsr::nlxb_none_08,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_09,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_10,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_11,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nlsr::nlxb_none_12,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nlsr::nlxb_none_13,0.283,0.0801,0.2313,0.5675,0.03
uNeuroOne_nlsr::nlxb_none_14,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_15,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_16,0.283,0.0801,0.2313,0.5675,0.01
uNeuroOne_nlsr::nlxb_none_17,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_18,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nlsr::nlxb_none_19,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nlsr::nlxb_none_20,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nnet::nnet_none_01,0.6159,0.3794,0.5029,1.4797,0
uNeuroOne_nnet::nnet_none_02,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_03,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_04,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nnet::nnet_none_05,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_06,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_07,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_08,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_09,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_10,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_11,0.614,0.377,0.4961,1.4704,0
uNeuroOne_nnet::nnet_none_12,0.283,0.0801,0.2313,0.5675,0.01
uNeuroOne_nnet::nnet_none_13,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_14,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_15,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_16,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_17,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_nnet::nnet_none_18,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_19,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_nnet::nnet_none_20,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_qrnn::qrnn.fit_none_01,0.2939,0.0864,0.2258,0.7231,0.05
uNeuroOne_qrnn::qrnn.fit_none_02,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_03,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_04,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_05,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_06,0.2939,0.0864,0.2258,0.7231,0.06
uNeuroOne_qrnn::qrnn.fit_none_07,0.2939,0.0864,0.2258,0.7231,0.06
uNeuroOne_qrnn::qrnn.fit_none_08,0.2939,0.0864,0.2258,0.7231,0.05
uNeuroOne_qrnn::qrnn.fit_none_09,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_10,0.2939,0.0864,0.2258,0.7231,0.06
uNeuroOne_qrnn::qrnn.fit_none_11,0.6239,0.3892,0.4671,1.6875,0.08
uNeuroOne_qrnn::qrnn.fit_none_12,0.3419,0.1169,0.2636,0.8983,0.24
uNeuroOne_qrnn::qrnn.fit_none_13,0.2939,0.0864,0.2258,0.7231,0.06
uNeuroOne_qrnn::qrnn.fit_none_14,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_15,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_16,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_17,0.2939,0.0864,0.2258,0.7231,0.08
uNeuroOne_qrnn::qrnn.fit_none_18,0.2939,0.0864,0.2258,0.7231,0.13
uNeuroOne_qrnn::qrnn.fit_none_19,0.2939,0.0864,0.2258,0.7231,0.04
uNeuroOne_qrnn::qrnn.fit_none_20,0.2939,0.0864,0.2258,0.7231,0.06
uNeuroOne_radiant.model::nn_none_01,0.283,0.0801,0.2313,0.5677,0.01
uNeuroOne_radiant.model::nn_none_02,0.283,0.0801,0.2313,0.568,0.02
uNeuroOne_radiant.model::nn_none_03,0.283,0.0801,0.2313,0.5676,0.01
uNeuroOne_radiant.model::nn_none_04,0.283,0.0801,0.2313,0.5673,0.04
uNeuroOne_radiant.model::nn_none_05,0.283,0.0801,0.2313,0.5674,0.01
uNeuroOne_radiant.model::nn_none_06,0.283,0.0801,0.2313,0.5678,0.02
uNeuroOne_radiant.model::nn_none_07,0.283,0.0801,0.2313,0.5674,0.01
uNeuroOne_radiant.model::nn_none_08,0.283,0.0801,0.2313,0.5671,0.02
uNeuroOne_radiant.model::nn_none_09,0.283,0.0801,0.2313,0.5678,0.03
uNeuroOne_radiant.model::nn_none_10,0.2994,0.0896,0.2481,0.6302,0.03
uNeuroOne_radiant.model::nn_none_11,0.283,0.0801,0.2313,0.5679,0.02
uNeuroOne_radiant.model::nn_none_12,0.283,0.0801,0.2314,0.5658,0.01
uNeuroOne_radiant.model::nn_none_13,0.283,0.0801,0.2313,0.5679,0.04
uNeuroOne_radiant.model::nn_none_14,0.283,0.0801,0.2313,0.5678,0.02
uNeuroOne_radiant.model::nn_none_15,0.283,0.0801,0.2313,0.5677,0.01
uNeuroOne_radiant.model::nn_none_16,0.283,0.0801,0.2313,0.5678,0.03
uNeuroOne_radiant.model::nn_none_17,0.283,0.0801,0.2313,0.5676,0.02
uNeuroOne_radiant.model::nn_none_18,0.283,0.0801,0.2313,0.5678,0.03
uNeuroOne_radiant.model::nn_none_19,0.283,0.0801,0.2313,0.5678,0.02
uNeuroOne_radiant.model::nn_none_20,0.283,0.0801,0.2313,0.568,0.02
uNeuroOne_rminer::fit_none_01,0.283,0.0801,0.2313,0.5675,0.03
uNeuroOne_rminer::fit_none_02,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_03,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_04,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_rminer::fit_none_05,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_06,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_07,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_08,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_09,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_10,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_11,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_rminer::fit_none_12,0.283,0.0801,0.2313,0.5675,0.02
uNeuroOne_rminer::fit_none_13,0.283,0.0801,0.2313,0.5675,0.01
uNeuroOne_rminer::fit_none_14,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_15,0.283,0.0801,0.2313,0.5675,0
uNeuroOne_rminer::fit_none_16,0.283,0.0801,0.2313,0.5675,0
