event,RMSE,MSE,MAE,WAE,time
mFriedman_keras::fit_rmsprop_05,0.1028,0.0106,0.0809,0.3442,2.39
mFriedman_keras::fit_rmsprop_06,0.1278,0.0163,0.1011,0.4041,2.26
mFriedman_keras::fit_rmsprop_07,0.091,0.0083,0.0724,0.3078,2.95
mFriedman_keras::fit_rmsprop_08,0.1012,0.0102,0.0807,0.35,2.25
mFriedman_keras::fit_rmsprop_09,0.1025,0.0105,0.0816,0.3225,1.62
mFriedman_keras::fit_rmsprop_10,0.1168,0.0136,0.0921,0.348,2.62
mFriedman_keras::fit_sgd_01,0.0912,0.0083,0.0783,0.2537,4.58
mFriedman_keras::fit_sgd_02,0.0737,0.0054,0.0588,0.213,5.36
mFriedman_keras::fit_sgd_03,0.0424,0.0018,0.0335,0.1662,4.73
mFriedman_keras::fit_sgd_04,0.0927,0.0086,0.0779,0.2338,4.19
mFriedman_keras::fit_sgd_05,0.0905,0.0082,0.0773,0.2401,4.33
mFriedman_keras::fit_sgd_06,0.0384,0.0015,0.0298,0.1282,5.63
mFriedman_keras::fit_sgd_07,0.0884,0.0078,0.076,0.2332,5.09
mFriedman_keras::fit_sgd_08,0.0888,0.0079,0.0768,0.2278,4.97
mFriedman_keras::fit_sgd_09,0.0384,0.0015,0.0315,0.0991,5.73
mFriedman_keras::fit_sgd_10,0.0398,0.0016,0.0319,0.1206,5.61
mFriedman_MachineShop::fit_none_01,0.0785,0.0062,0.0693,0.1881,0.1
mFriedman_MachineShop::fit_none_02,0.0827,0.0068,0.0733,0.1661,0.1
mFriedman_MachineShop::fit_none_03,0.0118,0.0001,0.0093,0.0359,0.09
mFriedman_MachineShop::fit_none_04,0.0147,0.0002,0.0119,0.0488,0.11
mFriedman_MachineShop::fit_none_05,0.0152,0.0002,0.012,0.046,0.11
mFriedman_MachineShop::fit_none_06,0.0341,0.0012,0.0277,0.0993,0.11
mFriedman_MachineShop::fit_none_07,0.0186,0.0003,0.0146,0.0646,0.11
mFriedman_MachineShop::fit_none_08,0.0802,0.0064,0.0727,0.1556,0.09
mFriedman_MachineShop::fit_none_09,0.0839,0.007,0.0752,0.1688,0.08
mFriedman_MachineShop::fit_none_10,0.0164,0.0003,0.012,0.0642,0.1
mFriedman_minpack.lm::nlsLM_none_01,0.1269,0.0161,0.1009,0.3714,0.36
mFriedman_minpack.lm::nlsLM_none_02,0.1269,0.0161,0.1009,0.3714,0.38
mFriedman_minpack.lm::nlsLM_none_03,0.1269,0.0161,0.1009,0.3714,0.34
mFriedman_minpack.lm::nlsLM_none_04,0.1269,0.0161,0.1009,0.3714,0.36
mFriedman_minpack.lm::nlsLM_none_05,0.1269,0.0161,0.1009,0.3714,0.38
mFriedman_minpack.lm::nlsLM_none_06,0.1269,0.0161,0.1009,0.3714,0.38
mFriedman_minpack.lm::nlsLM_none_07,0.1269,0.0161,0.1009,0.3714,0.41
mFriedman_minpack.lm::nlsLM_none_08,0.1269,0.0161,0.1009,0.3714,0.36
mFriedman_minpack.lm::nlsLM_none_09,0.1269,0.0161,0.1009,0.3714,0.37
mFriedman_minpack.lm::nlsLM_none_10,0.1269,0.0161,0.1009,0.3714,0.37
mFriedman_monmlp::monmlp.fit_BFGS_01,0.0108,0.0001,0.0086,0.0355,0.18
mFriedman_monmlp::monmlp.fit_BFGS_02,0.0141,0.0002,0.011,0.0447,0.17
mFriedman_monmlp::monmlp.fit_BFGS_03,0.0155,0.0002,0.0124,0.0557,0.17
mFriedman_monmlp::monmlp.fit_BFGS_04,0.0138,0.0002,0.0108,0.0401,0.24
mFriedman_monmlp::monmlp.fit_BFGS_05,0.0105,0.0001,0.0084,0.03,0.19
mFriedman_monmlp::monmlp.fit_BFGS_06,0.0165,0.0003,0.0131,0.0601,0.19
mFriedman_monmlp::monmlp.fit_BFGS_07,0.0856,0.0073,0.0764,0.1772,0.18
mFriedman_monmlp::monmlp.fit_BFGS_08,0.0802,0.0064,0.073,0.1529,0.18
mFriedman_monmlp::monmlp.fit_BFGS_09,0.0143,0.0002,0.0114,0.0488,0.18
mFriedman_monmlp::monmlp.fit_BFGS_10,0.081,0.0066,0.0738,0.159,0.18
mFriedman_monmlp::monmlp.fit_Nelder-Mead_01,0.1099,0.0121,0.0859,0.3057,0.91
mFriedman_monmlp::monmlp.fit_Nelder-Mead_02,0.1192,0.0142,0.0927,0.3339,0.87
mFriedman_monmlp::monmlp.fit_Nelder-Mead_03,0.1071,0.0115,0.0829,0.3346,0.97
mFriedman_monmlp::monmlp.fit_Nelder-Mead_04,0.1116,0.0125,0.0846,0.4468,0.97
mFriedman_monmlp::monmlp.fit_Nelder-Mead_05,0.1103,0.0122,0.0843,0.3901,0.95
mFriedman_monmlp::monmlp.fit_Nelder-Mead_06,0.1154,0.0133,0.0901,0.4064,1
mFriedman_monmlp::monmlp.fit_Nelder-Mead_07,0.1196,0.0143,0.0957,0.4243,0.94
mFriedman_monmlp::monmlp.fit_Nelder-Mead_08,0.1253,0.0157,0.0976,0.3988,0.87
mFriedman_monmlp::monmlp.fit_Nelder-Mead_09,0.1133,0.0128,0.0865,0.3452,0.87
mFriedman_monmlp::monmlp.fit_Nelder-Mead_10,0.1272,0.0162,0.1002,0.3981,0.87
mFriedman_neuralnet::neuralnet_slr_01,0.2348,0.0551,0.188,0.6346,14.8
mFriedman_neuralnet::neuralnet_slr_02,0.2348,0.0551,0.188,0.6346,15.03
mFriedman_neuralnet::neuralnet_slr_03,0.2348,0.0551,0.188,0.6346,14.87
mFriedman_neuralnet::neuralnet_slr_04,0.0783,0.0061,0.0684,0.1748,6.19
mFriedman_neuralnet::neuralnet_slr_05,0.2348,0.0551,0.188,0.6346,14.95
mFriedman_neuralnet::neuralnet_slr_06,0.0782,0.0061,0.0684,0.178,11.57
mFriedman_neuralnet::neuralnet_slr_07,0.2348,0.0551,0.188,0.6346,14.35
mFriedman_neuralnet::neuralnet_slr_08,0.2348,0.0551,0.188,0.6346,15.13
mFriedman_neuralnet::neuralnet_slr_09,0.2348,0.0551,0.188,0.6346,14.33
mFriedman_neuralnet::neuralnet_slr_10,0.2348,0.0551,0.188,0.6346,15.75
mFriedman_neuralnet::neuralnet_sag_01,0.2348,0.0551,0.188,0.6346,14.88
mFriedman_neuralnet::neuralnet_sag_02,0.2348,0.0551,0.188,0.6346,15.38
mFriedman_neuralnet::neuralnet_sag_03,0.2348,0.0551,0.188,0.6346,15.21
mFriedman_neuralnet::neuralnet_sag_04,0.2348,0.0551,0.188,0.6346,15.44
mFriedman_neuralnet::neuralnet_sag_05,0.2348,0.0551,0.188,0.6346,15
mFriedman_neuralnet::neuralnet_sag_06,0.2348,0.0551,0.188,0.6346,15.86
mFriedman_neuralnet::neuralnet_sag_07,0.2348,0.0551,0.188,0.6346,14.75
mFriedman_neuralnet::neuralnet_sag_08,0.081,0.0066,0.0731,0.1637,14.37
mFriedman_neuralnet::neuralnet_sag_09,0.2348,0.0551,0.188,0.6346,16.37
mFriedman_neuralnet::neuralnet_sag_10,0.2348,0.0551,0.188,0.6346,16.35
mFriedman_neuralnet::neuralnet_rprop-_01,0.2348,0.0551,0.188,0.6346,14.04
mFriedman_neuralnet::neuralnet_rprop-_02,0.0093,0.0001,0.0073,0.0382,3.96
mFriedman_neuralnet::neuralnet_rprop-_03,0.0108,0.0001,0.0084,0.0345,3.98
mFriedman_neuralnet::neuralnet_rprop-_04,0.0108,0.0001,0.0083,0.0353,2.68
mFriedman_neuralnet::neuralnet_rprop-_05,0.0107,0.0001,0.0084,0.0345,3.32
mFriedman_neuralnet::neuralnet_rprop-_06,0.0079,0.0001,0.0062,0.0282,11.75
mFriedman_neuralnet::neuralnet_rprop-_07,0.0101,0.0001,0.0081,0.0292,3.19
mFriedman_neuralnet::neuralnet_rprop-_08,0.0099,0.0001,0.0078,0.0327,4.35
mFriedman_neuralnet::neuralnet_rprop-_09,0.2348,0.0551,0.188,0.6346,15
mFriedman_neuralnet::neuralnet_rprop-_10,0.0814,0.0066,0.0743,0.1491,1.43
mFriedman_neuralnet::neuralnet_rprop+_01,0.0115,0.0001,0.009,0.0385,2.06
mFriedman_neuralnet::neuralnet_rprop+_02,0.0102,0.0001,0.008,0.0323,3.51
mFriedman_neuralnet::neuralnet_rprop+_03,0.0088,0.0001,0.0071,0.0265,5.33
mFriedman_neuralnet::neuralnet_rprop+_04,0.0091,0.0001,0.0073,0.0329,4.91
mFriedman_neuralnet::neuralnet_rprop+_05,0.0092,0.0001,0.0072,0.0379,3.53
mFriedman_neuralnet::neuralnet_rprop+_06,0.2348,0.0551,0.188,0.6346,14.56
mFriedman_neuralnet::neuralnet_rprop+_07,0.0168,0.0003,0.0118,0.0725,2.47
mFriedman_neuralnet::neuralnet_rprop+_08,0.0092,0.0001,0.0073,0.0267,3.86
mFriedman_neuralnet::neuralnet_rprop+_09,0.0105,0.0001,0.0083,0.033,2.95
mFriedman_neuralnet::neuralnet_rprop+_10,0.0115,0.0001,0.009,0.0374,1.64
mFriedman_neuralnet::neuralnet_backprop_01,0.2348,0.0551,0.188,0.6346,14
mFriedman_neuralnet::neuralnet_backprop_02,0.2348,0.0551,0.188,0.6346,13.71
mFriedman_neuralnet::neuralnet_backprop_03,0.2348,0.0551,0.188,0.6346,13.96
mFriedman_neuralnet::neuralnet_backprop_04,0.2348,0.0551,0.188,0.6346,13.58
mFriedman_neuralnet::neuralnet_backprop_05,0.2348,0.0551,0.188,0.6346,13.77
mFriedman_neuralnet::neuralnet_backprop_06,0.2348,0.0551,0.188,0.6346,13.64
mFriedman_neuralnet::neuralnet_backprop_07,0.2348,0.0551,0.188,0.6346,14.07
mFriedman_neuralnet::neuralnet_backprop_08,0.2348,0.0551,0.188,0.6346,13.55
mFriedman_neuralnet::neuralnet_backprop_09,0.2348,0.0551,0.188,0.6346,13.77
mFriedman_neuralnet::neuralnet_backprop_10,0.2348,0.0551,0.188,0.6346,13.81
mFriedman_nlsr::nlxb_none_01,0.0043,0,0.0035,0.0127,0.71
mFriedman_nlsr::nlxb_none_02,0.0804,0.0065,0.0724,0.1671,0.65
mFriedman_nlsr::nlxb_none_03,0.0809,0.0066,0.0732,0.1487,0.64
mFriedman_nlsr::nlxb_none_04,0.0055,0,0.0043,0.0186,0.7
mFriedman_nlsr::nlxb_none_05,0.0801,0.0064,0.0729,0.1502,0.63
mFriedman_nlsr::nlxb_none_06,0.0055,0,0.0043,0.017,0.63
mFriedman_nlsr::nlxb_none_07,0.0081,0.0001,0.0063,0.0226,0.68
mFriedman_nlsr::nlxb_none_08,0.0043,0,0.0035,0.0127,0.63
mFriedman_nlsr::nlxb_none_09,0.0055,0,0.0043,0.0186,0.65
mFriedman_nlsr::nlxb_none_10,0.0054,0,0.0044,0.0149,0.62
mFriedman_nnet::nnet_none_01,0.0107,0.0001,0.0088,0.0343,0.09
mFriedman_nnet::nnet_none_02,0.0814,0.0066,0.0737,0.1586,0.08
mFriedman_nnet::nnet_none_03,0.0855,0.0073,0.0741,0.2575,0.09
mFriedman_nnet::nnet_none_04,0.01,0.0001,0.0079,0.0412,0.1
mFriedman_nnet::nnet_none_05,0.0088,0.0001,0.007,0.0272,0.1
mFriedman_nnet::nnet_none_06,0.0814,0.0066,0.074,0.1727,0.09
mFriedman_nnet::nnet_none_07,0.0103,0.0001,0.0083,0.0376,0.11
mFriedman_nnet::nnet_none_08,0.0809,0.0065,0.0736,0.1572,0.1
mFriedman_nnet::nnet_none_09,0.0609,0.0037,0.0473,0.2296,0.09
mFriedman_nnet::nnet_none_10,0.0091,0.0001,0.0073,0.0254,0.11
mFriedman_qrnn::qrnn.fit_none_01,0.014,0.0002,0.01,0.0499,0.5
mFriedman_qrnn::qrnn.fit_none_02,0.0883,0.0078,0.0703,0.2045,0.5
mFriedman_qrnn::qrnn.fit_none_03,0.0125,0.0002,0.0093,0.0413,0.75
mFriedman_qrnn::qrnn.fit_none_04,0.0151,0.0002,0.0113,0.0499,0.89
mFriedman_qrnn::qrnn.fit_none_05,0.0253,0.0006,0.0169,0.1102,0.75
mFriedman_qrnn::qrnn.fit_none_06,0.0886,0.0079,0.0691,0.212,0.52
mFriedman_qrnn::qrnn.fit_none_07,0.0909,0.0083,0.0679,0.212,0.28
mFriedman_qrnn::qrnn.fit_none_08,0.0153,0.0002,0.0109,0.0577,0.37
mFriedman_qrnn::qrnn.fit_none_09,0.0121,0.0001,0.0081,0.0447,0.6
mFriedman_qrnn::qrnn.fit_none_10,0.0883,0.0078,0.0691,0.2383,0.43
mFriedman_radiant.model::nn_none_01,0.0041,0,0.0033,0.0122,0.89
mFriedman_radiant.model::nn_none_02,0.0806,0.0065,0.0734,0.1478,0.25
mFriedman_radiant.model::nn_none_03,0.0056,0,0.0045,0.0161,1.05
mFriedman_radiant.model::nn_none_04,0.004,0,0.0033,0.0121,1.12
mFriedman_radiant.model::nn_none_05,0.0117,0.0001,0.0085,0.0474,0.86
mFriedman_radiant.model::nn_none_06,0.0049,0,0.0039,0.0141,0.45
mFriedman_radiant.model::nn_none_07,0.0801,0.0064,0.0728,0.1517,0.18
mFriedman_radiant.model::nn_none_08,0.0112,0.0001,0.0083,0.0395,0.8
mFriedman_radiant.model::nn_none_09,0.004,0,0.0032,0.0121,1.22
mFriedman_radiant.model::nn_none_10,0.0114,0.0001,0.0093,0.0338,0.72
mFriedman_rminer::fit_none_01,0.0106,0.0001,0.0084,0.0374,0.3
mFriedman_rminer::fit_none_02,0.0123,0.0002,0.0096,0.0405,0.3
mFriedman_rminer::fit_none_03,0.0099,0.0001,0.0079,0.0379,0.3
mFriedman_rminer::fit_none_04,0.0095,0.0001,0.0074,0.029,0.28
mFriedman_rminer::fit_none_05,0.0147,0.0002,0.0118,0.0615,0.28
mFriedman_rminer::fit_none_06,0.0104,0.0001,0.0083,0.033,0.27
mFriedman_rminer::fit_none_07,0.0206,0.0004,0.0154,0.0712,0.27
mFriedman_rminer::fit_none_08,0.0099,0.0001,0.0077,0.0366,0.29
mFriedman_rminer::fit_none_09,0.0106,0.0001,0.0083,0.0332,0.26
mFriedman_rminer::fit_none_10,0.0126,0.0002,0.0101,0.0408,0.29
mFriedman_RSNNS::mlp_Rprop_01,0.0263,0.0007,0.0207,0.0884,0.61
mFriedman_RSNNS::mlp_Rprop_02,0.0306,0.0009,0.0243,0.1052,0.58
mFriedman_RSNNS::mlp_Rprop_03,0.0314,0.001,0.0248,0.1011,0.64
mFriedman_RSNNS::mlp_Rprop_04,0.0847,0.0072,0.074,0.2143,0.59
mFriedman_RSNNS::mlp_Rprop_05,0.084,0.0071,0.0748,0.2163,0.6
mFriedman_RSNNS::mlp_Rprop_06,0.0274,0.0007,0.0214,0.113,0.59
mFriedman_RSNNS::mlp_Rprop_07,0.0264,0.0007,0.0209,0.0853,0.59
mFriedman_RSNNS::mlp_Rprop_08,0.0308,0.0009,0.0247,0.1049,0.62
mFriedman_RSNNS::mlp_Rprop_09,0.082,0.0067,0.0737,0.193,0.59
mFriedman_RSNNS::mlp_Rprop_10,0.0932,0.0087,0.0658,0.518,0.61
mFriedman_RSNNS::mlp_BackpropBatch_01,0.0356,0.0013,0.0274,0.1387,6
mFriedman_RSNNS::mlp_BackpropBatch_02,0.096,0.0092,0.0783,0.3558,5.99
mFriedman_RSNNS::mlp_BackpropBatch_03,0.0848,0.0072,0.0752,0.2045,6
mFriedman_RSNNS::mlp_BackpropBatch_04,0.0851,0.0072,0.0756,0.2169,6.03
mFriedman_RSNNS::mlp_BackpropBatch_05,0.085,0.0072,0.0754,0.2141,6.02
mFriedman_RSNNS::mlp_BackpropBatch_06,0.0849,0.0072,0.0755,0.2193,5.97
mFriedman_RSNNS::mlp_BackpropBatch_07,0.0432,0.0019,0.0325,0.1764,6.08
mFriedman_RSNNS::mlp_BackpropBatch_08,0.0938,0.0088,0.0782,0.3422,6.05
mFriedman_RSNNS::mlp_BackpropBatch_09,0.0852,0.0073,0.0762,0.2366,6.02
mFriedman_RSNNS::mlp_BackpropBatch_10,0.0845,0.0071,0.0751,0.2059,6.03
mFriedman_RSNNS::mlp_BackpropChunk_01,0.0825,0.0068,0.0628,0.2553,0.62
mFriedman_RSNNS::mlp_BackpropChunk_02,0.0835,0.007,0.0632,0.274,0.62
mFriedman_RSNNS::mlp_BackpropChunk_03,0.0659,0.0043,0.0499,0.2128,0.64
mFriedman_RSNNS::mlp_BackpropChunk_04,0.105,0.011,0.0861,0.2819,0.62
mFriedman_RSNNS::mlp_BackpropChunk_05,0.0403,0.0016,0.0313,0.1718,0.64
mFriedman_RSNNS::mlp_BackpropChunk_06,0.102,0.0104,0.082,0.3097,0.67
mFriedman_RSNNS::mlp_BackpropChunk_07,0.0619,0.0038,0.0496,0.1829,0.63
mFriedman_RSNNS::mlp_BackpropChunk_08,0.1064,0.0113,0.0837,0.3464,0.63
mFriedman_RSNNS::mlp_BackpropChunk_09,0.0395,0.0016,0.0308,0.178,0.63
mFriedman_RSNNS::mlp_BackpropChunk_10,0.0897,0.008,0.0637,0.5658,0.62
mFriedman_RSNNS::mlp_BackpropMomentum_01,0.083,0.0069,0.0677,0.2331,0.59
mFriedman_RSNNS::mlp_BackpropMomentum_02,0.0702,0.0049,0.0571,0.2221,0.62
mFriedman_RSNNS::mlp_BackpropMomentum_03,0.1034,0.0107,0.0838,0.2496,0.61
mFriedman_RSNNS::mlp_BackpropMomentum_04,0.0938,0.0088,0.0669,0.5662,0.59
mFriedman_RSNNS::mlp_BackpropMomentum_05,0.0765,0.0059,0.0576,0.2444,0.61
mFriedman_RSNNS::mlp_BackpropMomentum_06,0.1004,0.0101,0.0704,0.5647,0.59
mFriedman_RSNNS::mlp_BackpropMomentum_07,0.0549,0.003,0.042,0.2146,0.64
mFriedman_RSNNS::mlp_BackpropMomentum_08,0.0647,0.0042,0.0501,0.261,0.61
mFriedman_RSNNS::mlp_BackpropMomentum_09,0.0476,0.0023,0.0375,0.1649,0.59
mFriedman_RSNNS::mlp_BackpropMomentum_10,0.0802,0.0064,0.064,0.2619,0.61
mFriedman_RSNNS::mlp_BackpropWeightDecay_01,0.0835,0.007,0.0641,0.2714,0.62
mFriedman_RSNNS::mlp_BackpropWeightDecay_02,0.0683,0.0047,0.054,0.2208,0.63
mFriedman_RSNNS::mlp_BackpropWeightDecay_03,0.0903,0.0082,0.0715,0.2749,0.66
mFriedman_RSNNS::mlp_BackpropWeightDecay_04,0.0423,0.0018,0.0329,0.1822,0.61
mFriedman_RSNNS::mlp_BackpropWeightDecay_05,0.0442,0.002,0.0344,0.1932,0.61
mFriedman_RSNNS::mlp_BackpropWeightDecay_06,0.0802,0.0064,0.0651,0.2191,0.63
mFriedman_RSNNS::mlp_BackpropWeightDecay_07,0.0824,0.0068,0.0617,0.3316,0.62
mFriedman_RSNNS::mlp_BackpropWeightDecay_08,0.0686,0.0047,0.0536,0.2256,0.63
mFriedman_RSNNS::mlp_BackpropWeightDecay_09,0.0918,0.0084,0.071,0.3355,0.66
mFriedman_RSNNS::mlp_BackpropWeightDecay_10,0.0587,0.0034,0.0481,0.1724,0.63
mFriedman_RSNNS::mlp_Quickprop_01,0.1744,0.0304,0.1374,0.5654,6.68
mFriedman_RSNNS::mlp_Quickprop_02,0.1904,0.0363,0.1494,0.5654,6.62
mFriedman_RSNNS::mlp_Quickprop_03,0.1658,0.0275,0.1305,0.5524,6.67
mFriedman_RSNNS::mlp_Quickprop_04,0.1732,0.03,0.1394,0.5305,6.5
mFriedman_RSNNS::mlp_Quickprop_05,0.2022,0.0409,0.1587,0.6346,6.66
mFriedman_RSNNS::mlp_Quickprop_06,0.1616,0.0261,0.1255,0.5551,6.5
mFriedman_RSNNS::mlp_Quickprop_07,0.1665,0.0277,0.1325,0.5552,6.65
mFriedman_RSNNS::mlp_Quickprop_08,0.1692,0.0286,0.1343,0.5029,6.59
mFriedman_RSNNS::mlp_Quickprop_09,0.1644,0.027,0.1297,0.5954,6.61
mFriedman_RSNNS::mlp_Quickprop_10,0.1889,0.0357,0.1518,0.5346,6.63
mFriedman_RSNNS::mlp_SCG_01,0.026,0.0007,0.0204,0.1016,1.07
mFriedman_RSNNS::mlp_SCG_02,0.0239,0.0006,0.0189,0.0848,1.05
mFriedman_RSNNS::mlp_SCG_03,0.0342,0.0012,0.0253,0.2248,0.8
mFriedman_RSNNS::mlp_SCG_04,0.0197,0.0004,0.0154,0.0642,1.12
mFriedman_RSNNS::mlp_SCG_05,0.0806,0.0065,0.0732,0.1515,1.1
mFriedman_RSNNS::mlp_SCG_06,0.0219,0.0005,0.0172,0.0741,1.06
mFriedman_RSNNS::mlp_SCG_07,0.0806,0.0065,0.0734,0.1597,1.04
mFriedman_RSNNS::mlp_SCG_08,0.0203,0.0004,0.0159,0.0634,1.09
mFriedman_RSNNS::mlp_SCG_09,0.1055,0.0111,0.0856,0.2718,0.8
mFriedman_RSNNS::mlp_SCG_10,0.0199,0.0004,0.0156,0.0616,1.05
mFriedman_RSNNS::mlp_Std_Backpropagation_01,0.0463,0.0021,0.037,0.1328,0.64
mFriedman_RSNNS::mlp_Std_Backpropagation_02,0.0494,0.0024,0.0395,0.1671,0.59
mFriedman_RSNNS::mlp_Std_Backpropagation_03,0.0488,0.0024,0.0399,0.1707,0.6
mFriedman_RSNNS::mlp_Std_Backpropagation_04,0.0439,0.0019,0.0356,0.1383,0.62
mFriedman_RSNNS::mlp_Std_Backpropagation_05,0.053,0.0028,0.0408,0.2261,0.61
mFriedman_RSNNS::mlp_Std_Backpropagation_06,0.0918,0.0084,0.0774,0.2557,0.64
mFriedman_RSNNS::mlp_Std_Backpropagation_07,0.0965,0.0093,0.0802,0.2798,0.6
mFriedman_RSNNS::mlp_Std_Backpropagation_08,0.0457,0.0021,0.0375,0.1491,0.59
mFriedman_RSNNS::mlp_Std_Backpropagation_09,0.0402,0.0016,0.0322,0.1438,0.59
mFriedman_RSNNS::mlp_Std_Backpropagation_10,0.0448,0.002,0.0347,0.1537,0.61
mFriedman_snnR::snnR_none_01,0.0837,0.007,0.0747,0.2265,0.13
mFriedman_snnR::snnR_none_02,0.0685,0.0047,0.0553,0.1778,0.11
mFriedman_snnR::snnR_none_03,0.0839,0.007,0.0752,0.2087,0.13
mFriedman_snnR::snnR_none_04,0.0504,0.0025,0.0402,0.177,0.12
mFriedman_snnR::snnR_none_05,0.0504,0.0025,0.0402,0.177,0.15
mFriedman_snnR::snnR_none_06,0.0457,0.0021,0.0357,0.2087,0.12
mFriedman_snnR::snnR_none_07,0.0457,0.0021,0.0357,0.2087,0.14
mFriedman_snnR::snnR_none_08,0.0839,0.007,0.0752,0.2087,0.2
mFriedman_snnR::snnR_none_09,0.0457,0.0021,0.0353,0.2113,0.14
mFriedman_snnR::snnR_none_10,0.0837,0.007,0.0747,0.2265,0.12
mFriedman_traineR::train.nnet_none_01,0.0816,0.0067,0.0741,0.1565,0.1
mFriedman_traineR::train.nnet_none_02,0.0816,0.0067,0.0741,0.1598,0.1
mFriedman_traineR::train.nnet_none_03,0.0804,0.0065,0.0727,0.1563,0.1
mFriedman_traineR::train.nnet_none_04,0.0794,0.0063,0.0714,0.1543,0.1
mFriedman_traineR::train.nnet_none_05,0.0112,0.0001,0.0088,0.0371,0.11
mFriedman_traineR::train.nnet_none_06,0.0818,0.0067,0.0742,0.1507,0.1
mFriedman_traineR::train.nnet_none_07,0.0123,0.0002,0.0099,0.0406,0.09
mFriedman_traineR::train.nnet_none_08,0.0827,0.0068,0.0735,0.1625,0.07
mFriedman_traineR::train.nnet_none_09,0.0809,0.0066,0.0736,0.1587,0.08
mFriedman_traineR::train.nnet_none_10,0.0802,0.0064,0.073,0.1533,0.08
mFriedman_validann::ann_Nelder-Mead_01,0.0903,0.0082,0.0734,0.3175,12.56
mFriedman_validann::ann_Nelder-Mead_02,0.1106,0.0122,0.0874,0.3398,13.53
mFriedman_validann::ann_Nelder-Mead_03,0.1188,0.0141,0.0928,0.3742,13.75
mFriedman_validann::ann_Nelder-Mead_04,0.1181,0.0139,0.0922,0.4462,14.5
mFriedman_validann::ann_Nelder-Mead_05,0.1087,0.0118,0.0839,0.341,14.97
mFriedman_validann::ann_Nelder-Mead_06,0.1268,0.0161,0.1003,0.4196,15.49
mFriedman_validann::ann_Nelder-Mead_07,0.1,0.01,0.0798,0.357,16.08
mFriedman_validann::ann_Nelder-Mead_08,0.1119,0.0125,0.0877,0.3705,16.75
mFriedman_validann::ann_Nelder-Mead_09,0.1056,0.0112,0.083,0.2922,17.33
mFriedman_validann::ann_Nelder-Mead_10,0.1235,0.0153,0.0951,0.357,17.95
mFriedman_validann::ann_BFGS_01,0.0142,0.0002,0.0113,0.0529,2.47
mFriedman_validann::ann_BFGS_02,0.0803,0.0064,0.0731,0.1548,2.47
mFriedman_validann::ann_BFGS_03,0.0811,0.0066,0.074,0.1468,2.5
mFriedman_validann::ann_BFGS_04,0.0313,0.001,0.0248,0.1267,2.71
mFriedman_validann::ann_BFGS_05,0.0092,0.0001,0.0073,0.0293,2.47
mFriedman_validann::ann_BFGS_06,0.0181,0.0003,0.0135,0.0719,2.52
mFriedman_validann::ann_BFGS_07,0.0147,0.0002,0.0118,0.0464,2.47
mFriedman_validann::ann_BFGS_08,0.081,0.0066,0.0737,0.1507,2.64
mFriedman_validann::ann_BFGS_09,0.0162,0.0003,0.012,0.0575,2.78
mFriedman_validann::ann_BFGS_10,0.0171,0.0003,0.0126,0.0644,2.74
mFriedman_validann::ann_CG_01,0.0184,0.0003,0.0146,0.0646,35.92
mFriedman_validann::ann_CG_02,0.0803,0.0065,0.0731,0.1558,37.74
mFriedman_validann::ann_CG_03,0.0247,0.0006,0.0193,0.1087,40.11
mFriedman_validann::ann_CG_04,0.0181,0.0003,0.0143,0.0639,40.18
mFriedman_validann::ann_CG_05,0.0177,0.0003,0.014,0.0612,41.76
mFriedman_validann::ann_CG_06,0.0217,0.0005,0.0172,0.0824,42.93
mFriedman_validann::ann_CG_07,0.0176,0.0003,0.0139,0.0555,44.47
mFriedman_validann::ann_CG_08,0.0223,0.0005,0.0174,0.0811,46.66
mFriedman_validann::ann_CG_09,0.0213,0.0005,0.0169,0.0788,47.35
mFriedman_validann::ann_CG_10,0.0221,0.0005,0.0175,0.0846,48.37
mFriedman_validann::ann_L-BFGS-B_01,0.0286,0.0008,0.0226,0.1094,2.83
mFriedman_validann::ann_L-BFGS-B_02,0.0232,0.0005,0.018,0.0761,2.76
mFriedman_validann::ann_L-BFGS-B_03,0.0263,0.0007,0.0204,0.0969,2.75
mFriedman_validann::ann_L-BFGS-B_04,0.0257,0.0007,0.0199,0.0952,2.81
mFriedman_validann::ann_L-BFGS-B_05,0.0163,0.0003,0.0131,0.0466,2.76
mFriedman_validann::ann_L-BFGS-B_06,0.0258,0.0007,0.0203,0.0889,2.81
mFriedman_validann::ann_L-BFGS-B_07,0.0341,0.0012,0.0275,0.1392,2.79
mFriedman_validann::ann_L-BFGS-B_08,0.0273,0.0007,0.0212,0.1069,2.91
mFriedman_validann::ann_L-BFGS-B_09,0.0218,0.0005,0.0173,0.0681,2.78
mFriedman_validann::ann_L-BFGS-B_10,0.0814,0.0066,0.0744,0.1506,2.75
mFriedman_validann::ann_SANN_01,0.1395,0.0195,0.1097,0.4286,0.23
mFriedman_validann::ann_SANN_02,0.153,0.0234,0.1168,0.5195,0.22
mFriedman_validann::ann_SANN_03,0.144,0.0207,0.1115,0.4813,0.22
mFriedman_validann::ann_SANN_04,0.1549,0.024,0.1206,0.5502,0.22
mFriedman_validann::ann_SANN_05,0.1433,0.0205,0.1112,0.4998,0.22
mFriedman_validann::ann_SANN_06,0.1468,0.0215,0.1158,0.5241,0.23
mFriedman_validann::ann_SANN_07,0.1523,0.0232,0.1163,0.5839,0.22
mFriedman_validann::ann_SANN_08,0.1503,0.0226,0.1157,0.4877,0.22
