event,RMSE,MSE,MAE,WAE,time
uDmod2_elmNNRcpp::elm_train_extremeML_05,0.2589,0.067,0.2141,0.5352,0
uDmod2_ELMR::OSelm_train.formula_extremeML_01,0.2713,0.0736,0.2396,0.5109,0
uDmod2_ELMR::OSelm_train.formula_extremeML_02,0.2735,0.0748,0.2358,0.5811,0
uDmod2_ELMR::OSelm_train.formula_extremeML_03,0.2613,0.0683,0.2326,0.4779,0
uDmod2_ELMR::OSelm_train.formula_extremeML_04,0.2752,0.0757,0.2413,0.5366,0
uDmod2_ELMR::OSelm_train.formula_extremeML_05,0.2752,0.0757,0.2357,0.5704,0
uDmod2_EnsembleBase::Regression.Batch.Fit_none_01,0.065,0.0042,0.0504,0.1716,0
uDmod2_EnsembleBase::Regression.Batch.Fit_none_02,0.0638,0.0041,0.0505,0.1521,0
uDmod2_EnsembleBase::Regression.Batch.Fit_none_03,0.063,0.004,0.0471,0.1764,0
uDmod2_EnsembleBase::Regression.Batch.Fit_none_04,0.1444,0.0208,0.1093,0.3579,0.02
uDmod2_EnsembleBase::Regression.Batch.Fit_none_05,0.0618,0.0038,0.0478,0.1629,0.01
uDmod2_h2o::h2o.deeplearning_first-order_01,0.0478,0.0023,0.0391,0.1051,3.39
uDmod2_h2o::h2o.deeplearning_first-order_02,0.0482,0.0023,0.0394,0.1126,3.36
uDmod2_h2o::h2o.deeplearning_first-order_03,0.0487,0.0024,0.0397,0.1083,3.33
uDmod2_h2o::h2o.deeplearning_first-order_04,0.0474,0.0022,0.0374,0.116,3.29
uDmod2_h2o::h2o.deeplearning_first-order_05,0.0596,0.0035,0.048,0.1521,3.34
uDmod2_keras::fit_adagrad_01,0.1792,0.0321,0.1383,0.4143,11.27
uDmod2_keras::fit_adagrad_02,0.1815,0.0329,0.1379,0.427,11.84
uDmod2_keras::fit_adagrad_03,0.1839,0.0338,0.1391,0.437,10.51
uDmod2_keras::fit_adagrad_04,0.1597,0.0255,0.126,0.3905,14.75
uDmod2_keras::fit_adagrad_05,0.1612,0.026,0.1292,0.39,19.71
uDmod2_keras::fit_adam_01,0.0963,0.0093,0.0782,0.223,4.56
uDmod2_keras::fit_adam_02,0.1767,0.0312,0.1397,0.4913,2.06
uDmod2_keras::fit_adam_03,0.2864,0.082,0.2332,0.72,1.67
uDmod2_keras::fit_adam_04,0.1922,0.0369,0.1436,0.5153,1.39
uDmod2_keras::fit_adam_05,0.137,0.0188,0.1067,0.3921,2.01
uDmod2_keras::fit_adamax_01,0.1082,0.0117,0.0891,0.2339,5.87
uDmod2_keras::fit_adamax_02,0.288,0.083,0.2427,0.6862,2.44
uDmod2_keras::fit_adamax_03,0.1399,0.0196,0.1118,0.3495,3.75
uDmod2_keras::fit_adamax_04,0.1728,0.0299,0.1393,0.3885,2.9
uDmod2_keras::fit_adamax_05,0.2768,0.0766,0.2395,0.5506,3.52
uDmod2_keras::fit_nadam_01,0.1884,0.0355,0.1486,0.5214,1.95
uDmod2_keras::fit_nadam_02,0.3121,0.0974,0.255,0.7726,1.29
uDmod2_keras::fit_nadam_03,0.2212,0.0489,0.1787,0.5444,2.46
uDmod2_keras::fit_nadam_04,0.1201,0.0144,0.1019,0.2913,4.36
uDmod2_keras::fit_nadam_05,0.1351,0.0183,0.1091,0.361,2.24
uDmod2_keras::fit_rmsprop_01,0.3603,0.1298,0.2769,0.8186,0.79
uDmod2_keras::fit_rmsprop_02,0.2166,0.0469,0.1697,0.5175,2.25
uDmod2_keras::fit_rmsprop_03,0.1629,0.0265,0.1269,0.4713,2.07
uDmod2_keras::fit_rmsprop_04,0.1959,0.0384,0.1483,0.5167,1.97
uDmod2_keras::fit_rmsprop_05,0.2287,0.0523,0.1799,0.6063,1.64
uDmod2_keras::fit_sgd_01,0.3081,0.0949,0.2606,0.7271,1.76
uDmod2_keras::fit_sgd_02,0.3099,0.096,0.2642,0.71,1.25
uDmod2_keras::fit_sgd_03,0.3056,0.0934,0.2575,0.6923,1.59
uDmod2_keras::fit_sgd_04,0.2431,0.0591,0.2005,0.5898,2.88
uDmod2_keras::fit_sgd_05,0.3017,0.091,0.2607,0.6692,1.86
uDmod2_MachineShop::fit_none_01,0.0428,0.0018,0.0331,0.1061,0.02
uDmod2_MachineShop::fit_none_02,0.0406,0.0016,0.0325,0.1002,0
uDmod2_MachineShop::fit_none_03,0.0494,0.0024,0.0374,0.1288,0.02
uDmod2_MachineShop::fit_none_04,0.0628,0.0039,0.0527,0.1309,0.02
uDmod2_MachineShop::fit_none_05,0.0608,0.0037,0.0487,0.132,0
uDmod2_minpack.lm::nlsLM_none_01,0.0427,0.0018,0.0333,0.1058,0.02
uDmod2_minpack.lm::nlsLM_none_02,0.0427,0.0018,0.0333,0.1058,0.05
uDmod2_minpack.lm::nlsLM_none_03,0.0427,0.0018,0.0333,0.1058,0.01
uDmod2_minpack.lm::nlsLM_none_04,0.0427,0.0018,0.0333,0.1058,0.02
uDmod2_minpack.lm::nlsLM_none_05,0.0427,0.0018,0.0333,0.1058,0.02
uDmod2_monmlp::monmlp.fit_BFGS_01,0.0962,0.0093,0.0778,0.2547,0.2
uDmod2_monmlp::monmlp.fit_BFGS_02,0.0988,0.0098,0.0801,0.2292,0.21
uDmod2_monmlp::monmlp.fit_BFGS_03,0.0522,0.0027,0.0421,0.1209,0.22
uDmod2_monmlp::monmlp.fit_BFGS_04,0.0796,0.0063,0.0625,0.228,0.2
uDmod2_monmlp::monmlp.fit_BFGS_05,0.0564,0.0032,0.0462,0.1148,0.22
uDmod2_monmlp::monmlp.fit_Nelder-Mead_01,0.2432,0.0591,0.2128,0.4582,0.33
uDmod2_monmlp::monmlp.fit_Nelder-Mead_02,0.1342,0.018,0.1059,0.3334,0.38
uDmod2_monmlp::monmlp.fit_Nelder-Mead_03,0.1769,0.0313,0.1333,0.4534,0.34
uDmod2_monmlp::monmlp.fit_Nelder-Mead_04,0.178,0.0317,0.1524,0.3506,0.42
uDmod2_monmlp::monmlp.fit_Nelder-Mead_05,0.1871,0.035,0.1371,0.5092,0.38
uDmod2_neuralnet::neuralnet_slr_01,0.1395,0.0195,0.1143,0.3145,0.05
uDmod2_neuralnet::neuralnet_slr_02,0.084,0.0071,0.0692,0.2061,0.11
uDmod2_neuralnet::neuralnet_slr_03,0.0934,0.0087,0.0731,0.2554,0.07
uDmod2_neuralnet::neuralnet_slr_04,0.1148,0.0132,0.0959,0.2659,0.04
uDmod2_neuralnet::neuralnet_slr_05,0.1039,0.0108,0.0866,0.2094,0.19
uDmod2_neuralnet::neuralnet_sag_01,0.116,0.0135,0.0943,0.296,0.36
uDmod2_neuralnet::neuralnet_sag_02,0.1575,0.0248,0.1271,0.3747,0.25
uDmod2_neuralnet::neuralnet_sag_03,0.1238,0.0153,0.1007,0.307,0.85
uDmod2_neuralnet::neuralnet_sag_04,0.0811,0.0066,0.0691,0.1949,2.53
uDmod2_neuralnet::neuralnet_sag_05,0.1039,0.0108,0.0856,0.2416,0.76
uDmod2_neuralnet::neuralnet_rprop-_01,0.1237,0.0153,0.092,0.3432,0.07
uDmod2_neuralnet::neuralnet_rprop-_02,0.1186,0.0141,0.0984,0.2812,0.03
uDmod2_neuralnet::neuralnet_rprop-_03,0.1453,0.0211,0.1146,0.3391,0.04
uDmod2_neuralnet::neuralnet_rprop-_04,0.1016,0.0103,0.0796,0.2699,0.04
uDmod2_neuralnet::neuralnet_rprop-_05,0.0955,0.0091,0.0731,0.2747,0.13
uDmod2_neuralnet::neuralnet_rprop+_01,0.1077,0.0116,0.0916,0.2549,0.02
uDmod2_neuralnet::neuralnet_rprop+_02,0.1296,0.0168,0.1086,0.2648,0.03
uDmod2_neuralnet::neuralnet_rprop+_03,0.1345,0.0181,0.1115,0.3093,0.03
uDmod2_neuralnet::neuralnet_rprop+_04,0.1087,0.0118,0.0886,0.2424,0.04
uDmod2_neuralnet::neuralnet_rprop+_05,0.1207,0.0146,0.0926,0.2886,0.06
uDmod2_neuralnet::neuralnet_backprop_01,0.1162,0.0135,0.0947,0.2494,0.5
uDmod2_neuralnet::neuralnet_backprop_02,0.1366,0.0187,0.1103,0.3438,0.31
uDmod2_neuralnet::neuralnet_backprop_03,0.1091,0.0119,0.0884,0.2597,0.55
uDmod2_neuralnet::neuralnet_backprop_04,0.1355,0.0184,0.1084,0.3411,0.28
uDmod2_neuralnet::neuralnet_backprop_05,0.14,0.0196,0.1113,0.3574,0.22
uDmod2_nlsr::nlxb_none_01,0.0427,0.0018,0.0333,0.1058,0.04
uDmod2_nlsr::nlxb_none_02,0.0427,0.0018,0.0333,0.1058,0.03
uDmod2_nlsr::nlxb_none_03,0.0427,0.0018,0.0333,0.1058,0.05
uDmod2_nlsr::nlxb_none_04,0.0427,0.0018,0.0333,0.1058,0.02
uDmod2_nlsr::nlxb_none_05,0.0427,0.0018,0.0333,0.1058,0.04
uDmod2_nnet::nnet_none_01,0.0608,0.0037,0.0486,0.1333,0
uDmod2_nnet::nnet_none_02,0.0602,0.0036,0.0488,0.1212,0.02
uDmod2_nnet::nnet_none_03,0.0615,0.0038,0.0489,0.1408,0
uDmod2_nnet::nnet_none_04,0.0654,0.0043,0.0527,0.1467,0.02
uDmod2_nnet::nnet_none_05,0.068,0.0046,0.0526,0.1842,0
uDmod2_qrnn::qrnn.fit_none_01,0.0658,0.0043,0.0499,0.1648,0.22
uDmod2_qrnn::qrnn.fit_none_02,0.1284,0.0165,0.0844,0.4144,0.16
uDmod2_qrnn::qrnn.fit_none_03,0.1401,0.0196,0.1031,0.4034,0.28
uDmod2_qrnn::qrnn.fit_none_04,0.0821,0.0067,0.0598,0.2411,0.2
uDmod2_qrnn::qrnn.fit_none_05,0.0511,0.0026,0.0373,0.1373,0.21
uDmod2_radiant.model::nn_none_01,0.0647,0.0042,0.0537,0.1478,0.02
uDmod2_radiant.model::nn_none_02,0.0784,0.0061,0.0606,0.2235,0
uDmod2_radiant.model::nn_none_03,0.0672,0.0045,0.0529,0.1584,0.04
uDmod2_radiant.model::nn_none_04,0.0771,0.0059,0.0602,0.2202,0.03
uDmod2_radiant.model::nn_none_05,0.1009,0.0102,0.081,0.2612,0.02
uDmod2_rminer::fit_none_01,0.0579,0.0034,0.0483,0.1008,0.03
uDmod2_rminer::fit_none_02,0.0428,0.0018,0.033,0.1065,0.01
uDmod2_rminer::fit_none_03,0.0606,0.0037,0.0479,0.1311,0.02
uDmod2_rminer::fit_none_04,0.0405,0.0016,0.0327,0.0983,0.01
uDmod2_rminer::fit_none_05,0.0579,0.0034,0.0484,0.1228,0.01
uDmod2_RSNNS::mlp_Rprop_01,0.0959,0.0092,0.0716,0.2622,0.09
uDmod2_RSNNS::mlp_Rprop_02,0.0996,0.0099,0.0788,0.2896,0.09
uDmod2_RSNNS::mlp_Rprop_03,0.0898,0.0081,0.0717,0.2177,0.11
uDmod2_RSNNS::mlp_Rprop_04,0.0447,0.002,0.0349,0.1114,0.09
uDmod2_RSNNS::mlp_Rprop_05,0.114,0.013,0.0876,0.3094,0.07
uDmod2_RSNNS::mlp_BackpropBatch_01,0.2806,0.0787,0.2429,0.6099,0.83
uDmod2_RSNNS::mlp_BackpropBatch_02,0.2755,0.0759,0.2383,0.6168,0.83
uDmod2_RSNNS::mlp_BackpropBatch_03,0.2736,0.0749,0.2371,0.6103,0.83
uDmod2_RSNNS::mlp_BackpropBatch_04,0.2678,0.0717,0.2315,0.602,0.84
uDmod2_RSNNS::mlp_BackpropBatch_05,0.2601,0.0676,0.2278,0.5397,1.02
uDmod2_RSNNS::mlp_BackpropChunk_01,0.0888,0.0079,0.0688,0.1946,0.1
uDmod2_RSNNS::mlp_BackpropChunk_02,0.09,0.0081,0.0741,0.1984,0.09
uDmod2_RSNNS::mlp_BackpropChunk_03,0.0892,0.008,0.0743,0.2343,0.09
uDmod2_RSNNS::mlp_BackpropChunk_04,0.0829,0.0069,0.0672,0.2035,0.09
uDmod2_RSNNS::mlp_BackpropChunk_05,0.0909,0.0083,0.0732,0.2263,0.08
uDmod2_RSNNS::mlp_BackpropMomentum_01,0.1008,0.0102,0.0827,0.2201,0.09
uDmod2_RSNNS::mlp_BackpropMomentum_02,0.0964,0.0093,0.0786,0.248,0.1
uDmod2_RSNNS::mlp_BackpropMomentum_03,0.0752,0.0056,0.0632,0.1975,0.09
uDmod2_RSNNS::mlp_BackpropMomentum_04,0.0825,0.0068,0.0679,0.2056,0.09
uDmod2_RSNNS::mlp_BackpropMomentum_05,0.0971,0.0094,0.0795,0.2134,0.09
uDmod2_RSNNS::mlp_BackpropWeightDecay_01,0.0888,0.0079,0.0704,0.1912,0.1
uDmod2_RSNNS::mlp_BackpropWeightDecay_02,0.0799,0.0064,0.0641,0.1725,0.11
uDmod2_RSNNS::mlp_BackpropWeightDecay_03,0.0848,0.0072,0.0676,0.2063,0.1
uDmod2_RSNNS::mlp_BackpropWeightDecay_04,0.1128,0.0127,0.091,0.278,0.09
uDmod2_RSNNS::mlp_BackpropWeightDecay_05,0.111,0.0123,0.091,0.2468,0.07
uDmod2_RSNNS::mlp_Quickprop_01,0.257,0.066,0.2039,0.8023,0.86
uDmod2_RSNNS::mlp_Quickprop_02,0.4884,0.2385,0.4201,1.0187,0.9
uDmod2_RSNNS::mlp_Quickprop_03,0.4884,0.2385,0.4201,1.0187,0.83
uDmod2_RSNNS::mlp_Quickprop_04,0.4803,0.2307,0.4176,1.0187,0.88
uDmod2_RSNNS::mlp_Quickprop_05,0.4804,0.2308,0.4177,1.0187,1.06
uDmod2_RSNNS::mlp_SCG_01,0.077,0.0059,0.0605,0.207,0.14
uDmod2_RSNNS::mlp_SCG_02,0.0998,0.01,0.0807,0.2272,0.14
uDmod2_RSNNS::mlp_SCG_03,0.0555,0.0031,0.046,0.1292,0.12
uDmod2_RSNNS::mlp_SCG_04,0.086,0.0074,0.0689,0.1947,0.14
uDmod2_RSNNS::mlp_SCG_05,0.0788,0.0062,0.0618,0.222,0.12
uDmod2_RSNNS::mlp_Std_Backpropagation_01,0.1621,0.0263,0.135,0.3372,0.09
uDmod2_RSNNS::mlp_Std_Backpropagation_02,0.0788,0.0062,0.0664,0.1973,0.1
uDmod2_RSNNS::mlp_Std_Backpropagation_03,0.0969,0.0094,0.08,0.2479,0.08
uDmod2_RSNNS::mlp_Std_Backpropagation_04,0.1596,0.0255,0.1295,0.3342,0.07
uDmod2_RSNNS::mlp_Std_Backpropagation_05,0.1292,0.0167,0.0999,0.3704,0.09
uDmod2_snnR::snnR_none_01,0.2984,0.089,0.2556,0.6651,0
uDmod2_snnR::snnR_none_02,0.2984,0.089,0.2556,0.6651,0.04
uDmod2_snnR::snnR_none_03,0.2984,0.089,0.2556,0.6651,0.01
uDmod2_snnR::snnR_none_04,0.3102,0.0962,0.2706,0.6265,0.03
uDmod2_snnR::snnR_none_05,0.2585,0.0668,0.2264,0.5023,0.02
uDmod2_traineR::train.nnet_none_01,0.0505,0.0025,0.042,0.1195,0.02
uDmod2_traineR::train.nnet_none_02,0.0749,0.0056,0.0574,0.2182,0.02
uDmod2_traineR::train.nnet_none_03,0.0649,0.0042,0.0529,0.1392,0.01
uDmod2_traineR::train.nnet_none_04,0.0768,0.0059,0.0596,0.2188,0.01
uDmod2_traineR::train.nnet_none_05,0.0649,0.0042,0.0529,0.139,0.02
uDmod2_validann::ann_Nelder-Mead_01,0.0633,0.004,0.0497,0.1682,28.83
uDmod2_validann::ann_Nelder-Mead_02,0.1519,0.0231,0.116,0.3958,30.28
uDmod2_validann::ann_Nelder-Mead_03,0.2503,0.0626,0.1945,0.6548,35.55
uDmod2_validann::ann_Nelder-Mead_04,0.204,0.0416,0.1673,0.4388,35.53
uDmod2_validann::ann_Nelder-Mead_05,0.1987,0.0395,0.168,0.4305,23.24
uDmod2_validann::ann_BFGS_01,0.0427,0.0018,0.033,0.1064,0.68
uDmod2_validann::ann_BFGS_02,0.0405,0.0016,0.0327,0.0981,0.67
uDmod2_validann::ann_BFGS_03,0.0487,0.0024,0.0393,0.1282,0.68
uDmod2_validann::ann_BFGS_04,0.0471,0.0022,0.0365,0.1173,0.67
uDmod2_validann::ann_BFGS_05,0.0437,0.0019,0.0342,0.1131,0.68
uDmod2_validann::ann_CG_01,0.0536,0.0029,0.0444,0.129,30.5
uDmod2_validann::ann_CG_02,0.0697,0.0049,0.0558,0.1947,31.3
uDmod2_validann::ann_CG_03,0.0704,0.005,0.0565,0.169,31.58
uDmod2_validann::ann_CG_04,0.0543,0.0029,0.0448,0.1235,32.34
uDmod2_validann::ann_CG_05,0.061,0.0037,0.0476,0.1415,32.36
uDmod2_validann::ann_L-BFGS-B_01,0.0801,0.0064,0.0629,0.2141,0.8
uDmod2_validann::ann_L-BFGS-B_02,0.0691,0.0048,0.0554,0.1828,0.79
uDmod2_validann::ann_L-BFGS-B_03,0.0835,0.007,0.0653,0.2019,0.8
uDmod2_validann::ann_L-BFGS-B_04,0.0778,0.006,0.061,0.2243,0.76
uDmod2_validann::ann_L-BFGS-B_05,0.0753,0.0057,0.0617,0.2001,0.77
uDmod2_validann::ann_SANN_01,0.2952,0.0871,0.2437,0.677,0.14
uDmod2_validann::ann_SANN_02,0.2316,0.0537,0.1895,0.5051,0.16
uDmod2_validann::ann_SANN_03,0.2638,0.0696,0.2354,0.5099,0.14
uDmod2_validann::ann_SANN_04,0.2274,0.0517,0.1941,0.5007,0.14
uDmod2_validann::ann_SANN_05,0.2546,0.0648,0.199,0.6449,0.16
uDmod2_caret::avNNet_none_01,0.0869,0.0076,0.0711,0.2337,0.03
uDmod2_caret::avNNet_none_02,0.0699,0.0049,0.0562,0.1664,0.03
uDmod2_caret::avNNet_none_03,0.0544,0.003,0.0454,0.1561,0.03
uDmod2_caret::avNNet_none_04,0.0512,0.0026,0.0422,0.1314,0.01
uDmod2_caret::avNNet_none_05,0.0558,0.0031,0.0442,0.1189,0.02
uDmod2_keras::fit_adadelta_01,0.2984,0.0891,0.2529,0.6898,18.47
uDmod2_keras::fit_adadelta_02,0.1792,0.0321,0.1379,0.4105,35.81
uDmod2_keras::fit_adadelta_03,0.1746,0.0305,0.137,0.4115,31
uDmod2_keras::fit_adadelta_04,0.178,0.0317,0.1358,0.4116,34.73
