event,RMSE,MSE,MAE,WAE,time
uDmod1_keras::fit_rmsprop_05,0.258,0.0665,0.204,0.7035,2.27
uDmod1_keras::fit_rmsprop_06,0.2075,0.0431,0.1687,0.5485,4.48
uDmod1_keras::fit_rmsprop_07,0.288,0.0829,0.221,0.7229,1.93
uDmod1_keras::fit_rmsprop_08,0.4074,0.166,0.3538,0.7685,0.85
uDmod1_keras::fit_rmsprop_09,0.458,0.2098,0.3946,0.9162,0.86
uDmod1_keras::fit_rmsprop_10,0.2151,0.0463,0.1688,0.5608,2.56
uDmod1_keras::fit_sgd_01,0.3664,0.1343,0.3131,0.8605,1.53
uDmod1_keras::fit_sgd_02,0.2111,0.0446,0.1671,0.5061,4.58
uDmod1_keras::fit_sgd_03,0.3688,0.136,0.3185,0.8168,1.63
uDmod1_keras::fit_sgd_04,0.3605,0.13,0.3129,0.7814,1.57
uDmod1_keras::fit_sgd_05,0.3626,0.1315,0.3071,0.8827,2.19
uDmod1_keras::fit_sgd_06,0.3634,0.1321,0.308,0.894,1.7
uDmod1_keras::fit_sgd_07,0.366,0.1339,0.3151,0.8308,1.25
uDmod1_keras::fit_sgd_08,0.3686,0.1359,0.314,0.8893,1.73
uDmod1_keras::fit_sgd_09,0.2451,0.0601,0.1943,0.6285,3.31
uDmod1_keras::fit_sgd_10,0.3655,0.1336,0.3144,0.7855,2.39
uDmod1_MachineShop::fit_none_01,0.0457,0.0021,0.0368,0.1193,0.01
uDmod1_MachineShop::fit_none_02,0.0852,0.0073,0.0622,0.322,0.02
uDmod1_MachineShop::fit_none_03,0.1144,0.0131,0.0721,0.4914,0.02
uDmod1_MachineShop::fit_none_04,0.0438,0.0019,0.0358,0.1158,0.01
uDmod1_MachineShop::fit_none_05,0.0457,0.0021,0.0353,0.1157,0.02
uDmod1_MachineShop::fit_none_06,0.1102,0.0121,0.0808,0.4096,0.02
uDmod1_MachineShop::fit_none_07,0.0961,0.0092,0.0784,0.279,0.02
uDmod1_MachineShop::fit_none_08,0.0453,0.0021,0.0365,0.1169,0.01
uDmod1_MachineShop::fit_none_09,0.0438,0.0019,0.0357,0.1159,0.01
uDmod1_MachineShop::fit_none_10,0.0927,0.0086,0.0677,0.2687,0.01
uDmod1_minpack.lm::nlsLM_none_01,0.0445,0.002,0.0362,0.1153,0.04
uDmod1_minpack.lm::nlsLM_none_02,0.0445,0.002,0.0362,0.1153,0.03
uDmod1_minpack.lm::nlsLM_none_03,0.0445,0.002,0.0362,0.1153,0.03
uDmod1_minpack.lm::nlsLM_none_04,0.0445,0.002,0.0362,0.1153,0.03
uDmod1_minpack.lm::nlsLM_none_05,0.0445,0.002,0.0362,0.1153,0.03
uDmod1_minpack.lm::nlsLM_none_06,0.0445,0.002,0.0362,0.1153,0.04
uDmod1_minpack.lm::nlsLM_none_07,0.0445,0.002,0.0362,0.1153,0.05
uDmod1_minpack.lm::nlsLM_none_08,0.0445,0.002,0.0362,0.1153,0.05
uDmod1_minpack.lm::nlsLM_none_09,0.0445,0.002,0.0362,0.1153,0.05
uDmod1_minpack.lm::nlsLM_none_10,0.0445,0.002,0.0362,0.1153,0.04
uDmod1_monmlp::monmlp.fit_BFGS_01,0.1049,0.011,0.0891,0.358,0.07
uDmod1_monmlp::monmlp.fit_BFGS_02,0.0579,0.0034,0.0473,0.1243,0.08
uDmod1_monmlp::monmlp.fit_BFGS_03,0.1102,0.0121,0.0847,0.3234,0.06
uDmod1_monmlp::monmlp.fit_BFGS_04,0.1146,0.0131,0.0834,0.4391,0.08
uDmod1_monmlp::monmlp.fit_BFGS_05,0.1151,0.0132,0.1001,0.3556,0.08
uDmod1_monmlp::monmlp.fit_BFGS_06,0.0626,0.0039,0.0487,0.1518,0.08
uDmod1_monmlp::monmlp.fit_BFGS_07,0.095,0.009,0.0753,0.2983,0.1
uDmod1_monmlp::monmlp.fit_BFGS_08,0.1197,0.0143,0.0844,0.485,0.08
uDmod1_monmlp::monmlp.fit_BFGS_09,0.0919,0.0084,0.0729,0.3043,0.07
uDmod1_monmlp::monmlp.fit_BFGS_10,0.1096,0.012,0.0922,0.2831,0.08
uDmod1_monmlp::monmlp.fit_Nelder-Mead_01,0.3052,0.0932,0.2447,0.8331,0.29
uDmod1_monmlp::monmlp.fit_Nelder-Mead_02,0.2519,0.0635,0.2031,0.7334,0.3
uDmod1_monmlp::monmlp.fit_Nelder-Mead_03,0.2629,0.0691,0.2008,0.6164,0.29
uDmod1_monmlp::monmlp.fit_Nelder-Mead_04,0.2369,0.0561,0.1905,0.5382,0.31
uDmod1_monmlp::monmlp.fit_Nelder-Mead_05,0.1714,0.0294,0.1337,0.5771,0.31
uDmod1_monmlp::monmlp.fit_Nelder-Mead_06,0.3012,0.0907,0.2515,0.6435,0.28
uDmod1_monmlp::monmlp.fit_Nelder-Mead_07,0.1804,0.0325,0.1381,0.4292,0.3
uDmod1_monmlp::monmlp.fit_Nelder-Mead_08,0.2415,0.0583,0.1882,0.7453,0.3
uDmod1_monmlp::monmlp.fit_Nelder-Mead_09,0.2184,0.0477,0.1759,0.4807,0.26
uDmod1_monmlp::monmlp.fit_Nelder-Mead_10,0.2587,0.0669,0.1969,0.7784,0.3
uDmod1_neuralnet::neuralnet_slr_01,0.2032,0.0413,0.1637,0.4703,0.05
uDmod1_neuralnet::neuralnet_slr_02,0.2044,0.0418,0.1653,0.4333,0.06
uDmod1_neuralnet::neuralnet_slr_03,0.1902,0.0362,0.1477,0.5794,0.05
uDmod1_neuralnet::neuralnet_slr_04,0.1629,0.0265,0.124,0.5894,0.1
uDmod1_neuralnet::neuralnet_slr_05,0.1212,0.0147,0.0911,0.2957,0.11
uDmod1_neuralnet::neuralnet_slr_06,0.1944,0.0378,0.1532,0.498,0.05
uDmod1_neuralnet::neuralnet_slr_07,0.1958,0.0384,0.1563,0.4816,0.05
uDmod1_neuralnet::neuralnet_slr_08,0.1943,0.0378,0.1565,0.4177,0.03
uDmod1_neuralnet::neuralnet_slr_09,0.137,0.0188,0.1071,0.3079,0.09
uDmod1_neuralnet::neuralnet_slr_10,0.1779,0.0316,0.1257,0.6643,0.11
uDmod1_neuralnet::neuralnet_sag_01,0.1673,0.028,0.1336,0.5191,0.31
uDmod1_neuralnet::neuralnet_sag_02,0.1395,0.0195,0.1109,0.4107,1.63
uDmod1_neuralnet::neuralnet_sag_03,0.3351,0.1123,0.2928,0.7009,0.19
uDmod1_neuralnet::neuralnet_sag_04,0.1572,0.0247,0.1203,0.5255,0.41
uDmod1_neuralnet::neuralnet_sag_05,0.16,0.0256,0.1137,0.636,0.4
uDmod1_neuralnet::neuralnet_sag_06,0.0986,0.0097,0.0751,0.2445,0.29
uDmod1_neuralnet::neuralnet_sag_07,0.1785,0.0318,0.1381,0.4173,0.23
uDmod1_neuralnet::neuralnet_sag_08,0.1682,0.0283,0.1297,0.429,0.09
uDmod1_neuralnet::neuralnet_sag_09,0.1551,0.0241,0.1158,0.3936,1.39
uDmod1_neuralnet::neuralnet_sag_10,0.173,0.0299,0.129,0.4769,0.33
uDmod1_neuralnet::neuralnet_rprop-_01,0.1947,0.0379,0.1614,0.3948,0.02
uDmod1_neuralnet::neuralnet_rprop-_02,0.1952,0.0381,0.1497,0.5005,0.03
uDmod1_neuralnet::neuralnet_rprop-_03,0.1842,0.0339,0.146,0.4889,0.01
uDmod1_neuralnet::neuralnet_rprop-_04,0.179,0.032,0.1498,0.4203,0.04
uDmod1_neuralnet::neuralnet_rprop-_05,0.112,0.0125,0.0807,0.2938,0.09
uDmod1_neuralnet::neuralnet_rprop-_06,0.2123,0.0451,0.1565,0.6356,0.04
uDmod1_neuralnet::neuralnet_rprop-_07,0.1768,0.0312,0.1444,0.4847,0.01
uDmod1_neuralnet::neuralnet_rprop-_08,0.1766,0.0312,0.1382,0.5937,0.03
uDmod1_neuralnet::neuralnet_rprop-_09,0.1185,0.014,0.0893,0.3131,0.03
uDmod1_neuralnet::neuralnet_rprop-_10,0.1665,0.0277,0.1373,0.4354,0.03
uDmod1_neuralnet::neuralnet_rprop+_01,0.0875,0.0076,0.0647,0.2859,0.08
uDmod1_neuralnet::neuralnet_rprop+_02,0.1759,0.0309,0.1305,0.6256,0.03
uDmod1_neuralnet::neuralnet_rprop+_03,0.1526,0.0233,0.1205,0.4773,0.03
uDmod1_neuralnet::neuralnet_rprop+_04,0.0999,0.01,0.0822,0.2547,0.04
uDmod1_neuralnet::neuralnet_rprop+_05,0.1797,0.0323,0.1506,0.3907,0.04
uDmod1_neuralnet::neuralnet_rprop+_06,0.198,0.0392,0.1603,0.4534,0.02
uDmod1_neuralnet::neuralnet_rprop+_07,0.1666,0.0278,0.1214,0.6135,0.03
uDmod1_neuralnet::neuralnet_rprop+_08,0.2196,0.0482,0.1743,0.4998,0.03
uDmod1_neuralnet::neuralnet_rprop+_09,0.1739,0.0302,0.1307,0.5725,0.03
uDmod1_neuralnet::neuralnet_rprop+_10,0.193,0.0373,0.1578,0.4289,0.03
uDmod1_neuralnet::neuralnet_backprop_01,0.1937,0.0375,0.1532,0.4452,0.27
uDmod1_neuralnet::neuralnet_backprop_02,0.152,0.0231,0.124,0.4432,0.38
uDmod1_neuralnet::neuralnet_backprop_03,0.1666,0.0278,0.1279,0.5988,0.57
uDmod1_neuralnet::neuralnet_backprop_04,0.1637,0.0268,0.1292,0.564,0.5
uDmod1_neuralnet::neuralnet_backprop_05,0.1794,0.0322,0.1443,0.4189,0.3
uDmod1_neuralnet::neuralnet_backprop_06,0.1679,0.0282,0.1299,0.5988,0.48
uDmod1_neuralnet::neuralnet_backprop_07,0.1688,0.0285,0.1362,0.4571,0.33
uDmod1_neuralnet::neuralnet_backprop_08,0.1672,0.028,0.1318,0.5779,0.47
uDmod1_neuralnet::neuralnet_backprop_09,0.188,0.0353,0.1429,0.6308,0.57
uDmod1_neuralnet::neuralnet_backprop_10,0.2004,0.0402,0.158,0.4585,0.2
uDmod1_nlsr::nlxb_none_01,0.0465,0.0022,0.0391,0.1045,0.1
uDmod1_nlsr::nlxb_none_02,0.0451,0.002,0.0363,0.1064,0.09
uDmod1_nlsr::nlxb_none_03,0.0591,0.0035,0.0455,0.1744,0.09
uDmod1_nlsr::nlxb_none_04,0.043,0.0018,0.0343,0.1096,0.1
uDmod1_nlsr::nlxb_none_05,0.0557,0.0031,0.041,0.1772,0.1
uDmod1_nlsr::nlxb_none_06,0.0447,0.002,0.0344,0.1055,0.09
uDmod1_nlsr::nlxb_none_07,0.0446,0.002,0.0366,0.1204,0.09
uDmod1_nlsr::nlxb_none_08,0.0512,0.0026,0.0401,0.1433,0.09
uDmod1_nlsr::nlxb_none_09,0.0405,0.0016,0.0311,0.1242,0.1
uDmod1_nlsr::nlxb_none_10,0.046,0.0021,0.0364,0.1183,0.1
uDmod1_nnet::nnet_none_01,0.0435,0.0019,0.0332,0.1204,0.02
uDmod1_nnet::nnet_none_02,0.0436,0.0019,0.0351,0.11,0.02
uDmod1_nnet::nnet_none_03,0.082,0.0067,0.0598,0.2828,0.01
uDmod1_nnet::nnet_none_04,0.109,0.0119,0.0846,0.3867,0.02
uDmod1_nnet::nnet_none_05,0.053,0.0028,0.0416,0.1374,0.02
uDmod1_nnet::nnet_none_06,0.0441,0.0019,0.0357,0.1053,0
uDmod1_nnet::nnet_none_07,0.0456,0.0021,0.0359,0.1287,0
uDmod1_nnet::nnet_none_08,0.0435,0.0019,0.0354,0.1076,0.01
uDmod1_nnet::nnet_none_09,0.1182,0.014,0.0781,0.4941,0
uDmod1_nnet::nnet_none_10,0.0439,0.0019,0.0359,0.1129,0.02
uDmod1_qrnn::qrnn.fit_none_01,0.0601,0.0036,0.0425,0.1886,0.39
uDmod1_qrnn::qrnn.fit_none_02,0.1009,0.0102,0.0624,0.4773,0.28
uDmod1_qrnn::qrnn.fit_none_03,0.1522,0.0232,0.0859,0.6981,0.13
uDmod1_qrnn::qrnn.fit_none_04,0.1511,0.0228,0.0842,0.688,0.14
uDmod1_qrnn::qrnn.fit_none_05,0.1185,0.014,0.0652,0.5574,0.23
uDmod1_qrnn::qrnn.fit_none_06,0.145,0.021,0.0933,0.4037,0.22
uDmod1_qrnn::qrnn.fit_none_07,0.1441,0.0208,0.0846,0.6485,0.23
uDmod1_qrnn::qrnn.fit_none_08,0.1447,0.0209,0.0911,0.5427,0.2
uDmod1_qrnn::qrnn.fit_none_09,0.1706,0.0291,0.1196,0.4604,0.28
uDmod1_qrnn::qrnn.fit_none_10,0.1032,0.0106,0.0653,0.4537,0.44
uDmod1_radiant.model::nn_none_01,0.0794,0.0063,0.0581,0.2936,0.08
uDmod1_radiant.model::nn_none_02,0.0562,0.0032,0.0431,0.1638,0.09
uDmod1_radiant.model::nn_none_03,0.0562,0.0032,0.0432,0.1657,0.03
uDmod1_radiant.model::nn_none_04,0.0404,0.0016,0.0313,0.1229,0.03
uDmod1_radiant.model::nn_none_05,0.0402,0.0016,0.0307,0.1238,0.05
uDmod1_radiant.model::nn_none_06,0.0442,0.002,0.0358,0.1141,0.06
uDmod1_radiant.model::nn_none_07,0.0433,0.0019,0.0349,0.1061,0.07
uDmod1_radiant.model::nn_none_08,0.06,0.0036,0.0471,0.1932,0.03
uDmod1_radiant.model::nn_none_09,0.0433,0.0019,0.0349,0.1063,0.03
uDmod1_radiant.model::nn_none_10,0.0478,0.0023,0.0388,0.1127,0.06
uDmod1_rminer::fit_none_01,0.0905,0.0082,0.0655,0.3486,0.03
uDmod1_rminer::fit_none_02,0.0423,0.0018,0.0345,0.1186,0.03
uDmod1_rminer::fit_none_03,0.0439,0.0019,0.0345,0.1104,0.04
uDmod1_rminer::fit_none_04,0.0438,0.0019,0.0357,0.1114,0.01
uDmod1_rminer::fit_none_05,0.062,0.0038,0.0472,0.1716,0.02
uDmod1_rminer::fit_none_06,0.0441,0.0019,0.0353,0.1169,0.03
uDmod1_rminer::fit_none_07,0.0445,0.002,0.0365,0.1115,0.01
uDmod1_rminer::fit_none_08,0.0448,0.002,0.0366,0.1234,0.02
uDmod1_rminer::fit_none_09,0.0423,0.0018,0.0326,0.1262,0.01
uDmod1_rminer::fit_none_10,0.0413,0.0017,0.0322,0.1232,0.03
uDmod1_RSNNS::mlp_Rprop_01,0.0578,0.0033,0.0445,0.1814,0.08
uDmod1_RSNNS::mlp_Rprop_02,0.1452,0.0211,0.1027,0.4907,0.1
uDmod1_RSNNS::mlp_Rprop_03,0.072,0.0052,0.0556,0.1948,0.08
uDmod1_RSNNS::mlp_Rprop_04,0.1355,0.0183,0.0923,0.5336,0.08
uDmod1_RSNNS::mlp_Rprop_05,0.0659,0.0043,0.0482,0.1894,0.08
uDmod1_RSNNS::mlp_Rprop_06,0.137,0.0188,0.0942,0.5491,0.08
uDmod1_RSNNS::mlp_Rprop_07,0.5104,0.2605,0.4335,0.9878,0.08
uDmod1_RSNNS::mlp_Rprop_08,0.1408,0.0198,0.0973,0.5483,0.08
uDmod1_RSNNS::mlp_Rprop_09,0.2057,0.0423,0.158,0.488,0.08
uDmod1_RSNNS::mlp_Rprop_10,0.1288,0.0166,0.0906,0.5431,0.08
uDmod1_RSNNS::mlp_BackpropBatch_01,0.3359,0.1129,0.2851,0.7964,0.82
uDmod1_RSNNS::mlp_BackpropBatch_02,0.3474,0.1207,0.2976,0.8115,0.78
uDmod1_RSNNS::mlp_BackpropBatch_03,0.3457,0.1195,0.2967,0.8029,0.79
uDmod1_RSNNS::mlp_BackpropBatch_04,0.3373,0.1138,0.2883,0.7894,0.8
uDmod1_RSNNS::mlp_BackpropBatch_05,0.3456,0.1195,0.2973,0.7957,0.85
uDmod1_RSNNS::mlp_BackpropBatch_06,0.3466,0.1201,0.2977,0.797,0.8
uDmod1_RSNNS::mlp_BackpropBatch_07,0.3352,0.1123,0.284,0.7974,0.8
uDmod1_RSNNS::mlp_BackpropBatch_08,0.3428,0.1175,0.2946,0.7923,0.81
uDmod1_RSNNS::mlp_BackpropBatch_09,0.3663,0.1342,0.3243,0.7405,0.8
uDmod1_RSNNS::mlp_BackpropBatch_10,0.3276,0.1073,0.2773,0.7758,0.86
uDmod1_RSNNS::mlp_BackpropChunk_01,0.1762,0.031,0.132,0.6428,0.08
uDmod1_RSNNS::mlp_BackpropChunk_02,0.1621,0.0263,0.1179,0.6212,0.09
uDmod1_RSNNS::mlp_BackpropChunk_03,0.1428,0.0204,0.1136,0.4049,0.08
uDmod1_RSNNS::mlp_BackpropChunk_04,0.1901,0.0361,0.1464,0.5167,0.09
uDmod1_RSNNS::mlp_BackpropChunk_05,0.1798,0.0323,0.1302,0.6014,0.06
uDmod1_RSNNS::mlp_BackpropChunk_06,0.1956,0.0383,0.1519,0.5129,0.09
uDmod1_RSNNS::mlp_BackpropChunk_07,0.1306,0.0171,0.0888,0.5587,0.1
uDmod1_RSNNS::mlp_BackpropChunk_08,0.1315,0.0173,0.0955,0.4856,0.08
uDmod1_RSNNS::mlp_BackpropChunk_09,0.1511,0.0228,0.1197,0.4686,0.1
uDmod1_RSNNS::mlp_BackpropChunk_10,0.1475,0.0218,0.1015,0.5942,0.09
uDmod1_RSNNS::mlp_BackpropMomentum_01,0.1558,0.0243,0.1215,0.4875,0.08
uDmod1_RSNNS::mlp_BackpropMomentum_02,0.1499,0.0225,0.1103,0.5756,0.08
uDmod1_RSNNS::mlp_BackpropMomentum_03,0.1223,0.0149,0.0962,0.3378,0.09
uDmod1_RSNNS::mlp_BackpropMomentum_04,0.1615,0.0261,0.1267,0.4674,0.08
uDmod1_RSNNS::mlp_BackpropMomentum_05,0.1771,0.0314,0.1418,0.4498,0.07
uDmod1_RSNNS::mlp_BackpropMomentum_06,0.2621,0.0687,0.2267,0.5234,0.1
uDmod1_RSNNS::mlp_BackpropMomentum_07,0.1349,0.0182,0.1069,0.4327,0.08
uDmod1_RSNNS::mlp_BackpropMomentum_08,0.1606,0.0258,0.1236,0.5545,0.08
uDmod1_RSNNS::mlp_BackpropMomentum_09,0.1626,0.0265,0.1299,0.4498,0.09
uDmod1_RSNNS::mlp_BackpropMomentum_10,0.1732,0.03,0.1412,0.4152,0.11
uDmod1_RSNNS::mlp_BackpropWeightDecay_01,0.205,0.042,0.1546,0.505,0.07
uDmod1_RSNNS::mlp_BackpropWeightDecay_02,0.1843,0.034,0.138,0.5574,0.1
uDmod1_RSNNS::mlp_BackpropWeightDecay_03,0.1728,0.0299,0.14,0.4284,0.09
uDmod1_RSNNS::mlp_BackpropWeightDecay_04,0.1414,0.02,0.1026,0.5415,0.1
uDmod1_RSNNS::mlp_BackpropWeightDecay_05,0.1558,0.0243,0.1162,0.5925,0.09
uDmod1_RSNNS::mlp_BackpropWeightDecay_06,0.2066,0.0427,0.1727,0.4455,0.08
uDmod1_RSNNS::mlp_BackpropWeightDecay_07,0.1756,0.0308,0.1388,0.4963,0.07
uDmod1_RSNNS::mlp_BackpropWeightDecay_08,0.1908,0.0364,0.1434,0.6793,0.08
uDmod1_RSNNS::mlp_BackpropWeightDecay_09,0.1398,0.0196,0.1027,0.5338,0.09
uDmod1_RSNNS::mlp_BackpropWeightDecay_10,0.1434,0.0206,0.1098,0.4728,0.08
uDmod1_RSNNS::mlp_Quickprop_01,0.5452,0.2972,0.4652,1.2218,0.82
uDmod1_RSNNS::mlp_Quickprop_02,0.5187,0.269,0.4371,1.1578,0.81
uDmod1_RSNNS::mlp_Quickprop_03,0.5883,0.3461,0.5067,1.0106,0.85
uDmod1_RSNNS::mlp_Quickprop_04,0.5833,0.3403,0.5047,1.0104,0.83
uDmod1_RSNNS::mlp_Quickprop_05,0.5884,0.3462,0.5069,1.0104,0.8
uDmod1_RSNNS::mlp_Quickprop_06,0.5884,0.3463,0.5069,1.0106,0.8
uDmod1_RSNNS::mlp_Quickprop_07,0.5883,0.3461,0.5067,1.0104,0.83
uDmod1_RSNNS::mlp_Quickprop_08,0.5884,0.3462,0.5069,1.0104,0.77
uDmod1_RSNNS::mlp_Quickprop_09,0.5884,0.3462,0.5069,1.0104,0.86
uDmod1_RSNNS::mlp_Quickprop_10,0.5608,0.3145,0.4868,1.0444,0.86
uDmod1_RSNNS::mlp_SCG_01,0.0724,0.0052,0.0583,0.2363,0.14
uDmod1_RSNNS::mlp_SCG_02,0.0627,0.0039,0.0495,0.2092,0.14
uDmod1_RSNNS::mlp_SCG_03,0.0592,0.0035,0.0471,0.1676,0.13
uDmod1_RSNNS::mlp_SCG_04,0.1178,0.0139,0.0927,0.372,0.13
uDmod1_RSNNS::mlp_SCG_05,0.0759,0.0058,0.06,0.2084,0.14
uDmod1_RSNNS::mlp_SCG_06,0.1793,0.0321,0.1445,0.5282,0.11
uDmod1_RSNNS::mlp_SCG_07,0.0547,0.003,0.0436,0.1388,0.14
uDmod1_RSNNS::mlp_SCG_08,0.1064,0.0113,0.0823,0.3952,0.14
uDmod1_RSNNS::mlp_SCG_09,0.1226,0.015,0.0875,0.4304,0.13
uDmod1_RSNNS::mlp_SCG_10,0.0568,0.0032,0.0459,0.1616,0.14
uDmod1_RSNNS::mlp_Std_Backpropagation_01,0.2578,0.0665,0.212,0.5989,0.11
uDmod1_RSNNS::mlp_Std_Backpropagation_02,0.2213,0.049,0.1681,0.6461,0.1
uDmod1_RSNNS::mlp_Std_Backpropagation_03,0.1258,0.0158,0.0974,0.3323,0.09
uDmod1_RSNNS::mlp_Std_Backpropagation_04,0.1106,0.0122,0.0871,0.3298,0.08
uDmod1_RSNNS::mlp_Std_Backpropagation_05,0.2235,0.05,0.1768,0.6808,0.07
uDmod1_RSNNS::mlp_Std_Backpropagation_06,0.1334,0.0178,0.1045,0.4005,0.08
uDmod1_RSNNS::mlp_Std_Backpropagation_07,0.213,0.0454,0.1714,0.5498,0.09
uDmod1_RSNNS::mlp_Std_Backpropagation_08,0.1688,0.0285,0.1364,0.5137,0.1
uDmod1_RSNNS::mlp_Std_Backpropagation_09,0.2455,0.0603,0.1886,0.6923,0.09
uDmod1_RSNNS::mlp_Std_Backpropagation_10,0.1242,0.0154,0.0947,0.397,0.1
uDmod1_snnR::snnR_none_01,0.3595,0.1293,0.3116,0.8047,0.05
uDmod1_snnR::snnR_none_02,0.2927,0.0857,0.2512,0.6561,0.03
uDmod1_snnR::snnR_none_03,0.3595,0.1293,0.3116,0.8047,0.04
uDmod1_snnR::snnR_none_04,0.3595,0.1293,0.3116,0.8047,0.03
uDmod1_snnR::snnR_none_05,0.3595,0.1293,0.3116,0.8047,0.06
uDmod1_snnR::snnR_none_06,0.3595,0.1293,0.3116,0.8047,0.03
uDmod1_snnR::snnR_none_07,0.3595,0.1293,0.3116,0.8047,0.02
uDmod1_snnR::snnR_none_08,0.2927,0.0857,0.2512,0.6561,0.02
uDmod1_snnR::snnR_none_09,0.2927,0.0857,0.2512,0.6561,0.02
uDmod1_snnR::snnR_none_10,0.3595,0.1293,0.3116,0.8047,0.02
uDmod1_traineR::train.nnet_none_01,0.0886,0.0079,0.0655,0.3155,0.01
uDmod1_traineR::train.nnet_none_02,0.0456,0.0021,0.0369,0.1156,0.02
uDmod1_traineR::train.nnet_none_03,0.0444,0.002,0.0365,0.1189,0.02
uDmod1_traineR::train.nnet_none_04,0.0437,0.0019,0.0354,0.109,0
uDmod1_traineR::train.nnet_none_05,0.1033,0.0107,0.07,0.4031,0
uDmod1_traineR::train.nnet_none_06,0.0436,0.0019,0.0352,0.1118,0
uDmod1_traineR::train.nnet_none_07,0.1006,0.0101,0.0804,0.2987,0
uDmod1_traineR::train.nnet_none_08,0.1145,0.0131,0.0717,0.4933,0
uDmod1_traineR::train.nnet_none_09,0.0598,0.0036,0.046,0.1418,0.02
uDmod1_traineR::train.nnet_none_10,0.094,0.0088,0.0677,0.3683,0.02
uDmod1_validann::ann_Nelder-Mead_01,0.1617,0.0261,0.1364,0.3993,66.83
uDmod1_validann::ann_Nelder-Mead_02,0.2092,0.0438,0.1595,0.5136,66.94
uDmod1_validann::ann_Nelder-Mead_03,0.1675,0.0281,0.1211,0.6304,67.95
uDmod1_validann::ann_Nelder-Mead_04,0.1986,0.0395,0.1462,0.7246,69.25
uDmod1_validann::ann_Nelder-Mead_05,0.1779,0.0317,0.1482,0.4694,61.35
uDmod1_validann::ann_Nelder-Mead_06,0.1862,0.0347,0.1512,0.4665,70.48
uDmod1_validann::ann_Nelder-Mead_07,0.2409,0.058,0.184,0.6215,71.47
uDmod1_validann::ann_Nelder-Mead_08,0.1634,0.0267,0.1255,0.4736,65.97
uDmod1_validann::ann_Nelder-Mead_09,0.1364,0.0186,0.097,0.4502,61.19
uDmod1_validann::ann_Nelder-Mead_10,0.1771,0.0314,0.1314,0.6423,75.31
uDmod1_validann::ann_BFGS_01,0.044,0.0019,0.0357,0.1132,1.03
uDmod1_validann::ann_BFGS_02,0.0412,0.0017,0.0312,0.1322,1.03
uDmod1_validann::ann_BFGS_03,0.1162,0.0135,0.092,0.4088,1.02
uDmod1_validann::ann_BFGS_04,0.107,0.0115,0.0634,0.4964,1.01
uDmod1_validann::ann_BFGS_05,0.0812,0.0066,0.0607,0.2687,1.04
uDmod1_validann::ann_BFGS_06,0.055,0.003,0.0445,0.1298,1.01
uDmod1_validann::ann_BFGS_07,0.1189,0.0141,0.0784,0.4918,1.13
uDmod1_validann::ann_BFGS_08,0.1084,0.0117,0.0641,0.4997,1.02
uDmod1_validann::ann_BFGS_09,0.0532,0.0028,0.0399,0.1487,1
uDmod1_validann::ann_BFGS_10,0.1642,0.027,0.1139,0.5136,0.79
uDmod1_validann::ann_CG_01,0.0677,0.0046,0.0545,0.1894,62.23
uDmod1_validann::ann_CG_02,0.0704,0.005,0.0586,0.1537,63.94
uDmod1_validann::ann_CG_03,0.0655,0.0043,0.0517,0.1946,64.08
uDmod1_validann::ann_CG_04,0.058,0.0034,0.0467,0.1384,65.19
uDmod1_validann::ann_CG_05,0.0527,0.0028,0.04,0.1287,64.99
uDmod1_validann::ann_CG_06,0.1111,0.0123,0.0697,0.4795,65.57
uDmod1_validann::ann_CG_07,0.0667,0.0045,0.0534,0.1829,67.3
uDmod1_validann::ann_CG_08,0.0494,0.0024,0.0393,0.128,67.78
uDmod1_validann::ann_CG_09,0.051,0.0026,0.0418,0.1286,67.96
uDmod1_validann::ann_CG_10,0.0768,0.0059,0.0626,0.2115,68.67
uDmod1_validann::ann_L-BFGS-B_01,0.0529,0.0028,0.0441,0.1089,1.09
uDmod1_validann::ann_L-BFGS-B_02,0.0975,0.0095,0.0776,0.3059,1.14
uDmod1_validann::ann_L-BFGS-B_03,0.1148,0.0132,0.0718,0.4902,1.1
uDmod1_validann::ann_L-BFGS-B_04,0.0881,0.0078,0.0726,0.2965,1.11
uDmod1_validann::ann_L-BFGS-B_05,0.1179,0.0139,0.0815,0.4794,1.2
uDmod1_validann::ann_L-BFGS-B_06,0.1213,0.0147,0.0923,0.4066,1.18
uDmod1_validann::ann_L-BFGS-B_07,0.0845,0.0071,0.0689,0.2285,1.12
uDmod1_validann::ann_L-BFGS-B_08,0.0525,0.0028,0.0436,0.1239,1.13
uDmod1_validann::ann_L-BFGS-B_09,0.0635,0.004,0.047,0.2027,1.19
uDmod1_validann::ann_L-BFGS-B_10,0.1201,0.0144,0.0814,0.4889,1.17
uDmod1_validann::ann_SANN_01,0.3147,0.099,0.2593,0.8075,0.21
uDmod1_validann::ann_SANN_02,0.261,0.0681,0.2062,0.6416,0.21
uDmod1_validann::ann_SANN_03,0.2278,0.0519,0.1804,0.5579,0.22
uDmod1_validann::ann_SANN_04,0.2844,0.0809,0.2205,0.7799,0.2
uDmod1_validann::ann_SANN_05,0.339,0.1149,0.2756,0.8393,0.2
uDmod1_validann::ann_SANN_06,0.2853,0.0814,0.223,0.7584,0.2
uDmod1_validann::ann_SANN_07,0.2595,0.0673,0.2152,0.6184,0.22
