event,RMSE,MSE,MAE,WAE,time
uDreyfus1_automl::automl_train_manual_trainwgrad_RMSprop_01,0.1203,0.0145,0.094,0.3567,1.458
uDreyfus1_automl::automl_train_manual_trainwgrad_RMSprop_02,0.0753,0.0057,0.0542,0.2276,1.407
uDreyfus1_automl::automl_train_manual_trainwgrad_RMSprop_03,0.1227,0.0151,0.0935,0.3982,1.416
uDreyfus1_automl::automl_train_manual_trainwgrad_RMSprop_04,0.0756,0.0057,0.0553,0.2118,1.418
uDreyfus1_automl::automl_train_manual_trainwgrad_RMSprop_05,0.1178,0.0139,0.0892,0.3493,1.423
uDreyfus1_automl::automl_train_manual_trainwgrad_adam_01,0.1175,0.0138,0.0875,0.3397,1.069
uDreyfus1_automl::automl_train_manual_trainwgrad_adam_02,0.0728,0.0053,0.0486,0.2061,1.007
uDreyfus1_automl::automl_train_manual_trainwgrad_adam_03,0.0319,0.001,0.019,0.1124,1.597
uDreyfus1_automl::automl_train_manual_trainwgrad_adam_04,0.0721,0.0052,0.0487,0.2232,1.234
uDreyfus1_automl::automl_train_manual_trainwgrad_adam_05,0.008,1e-04,0.007,0.0139,1.592
uDreyfus1_automl::automl_train_manual_trainwpso_01,0.1423,0.0202,0.1182,0.3813,3.573
uDreyfus1_automl::automl_train_manual_trainwpso_02,0.0668,0.0045,0.0455,0.2038,3.699
uDreyfus1_automl::automl_train_manual_trainwpso_03,0.0534,0.0029,0.0357,0.1657,7.035
uDreyfus1_automl::automl_train_manual_trainwpso_04,0.236,0.0557,0.1682,0.594,11.012
uDreyfus1_automl::automl_train_manual_trainwpso_05,0.1239,0.0154,0.1065,0.3252,3.214
