event,RMSE,MSE,MAE,WAE,time
uDreyfus2_automl::automl_train_manual_trainwgrad_RMSprop_01,0.1612,0.026,0.1212,0.509,1.518
uDreyfus2_automl::automl_train_manual_trainwgrad_RMSprop_02,0.1172,0.0137,0.0909,0.3242,1.491
uDreyfus2_automl::automl_train_manual_trainwgrad_RMSprop_03,0.1636,0.0268,0.1233,0.4347,1.493
uDreyfus2_automl::automl_train_manual_trainwgrad_RMSprop_04,0.1611,0.026,0.1203,0.5027,1.498
uDreyfus2_automl::automl_train_manual_trainwgrad_RMSprop_05,0.1645,0.0271,0.1275,0.4677,1.136
uDreyfus2_automl::automl_train_manual_trainwgrad_adam_01,0.1128,0.0127,0.091,0.2877,1.339
uDreyfus2_automl::automl_train_manual_trainwgrad_adam_02,0.0986,0.0097,0.0788,0.2307,1.67
uDreyfus2_automl::automl_train_manual_trainwgrad_adam_03,0.1042,0.0109,0.0824,0.26,1.665
uDreyfus2_automl::automl_train_manual_trainwgrad_adam_04,0.1579,0.0249,0.1218,0.4625,1.664
uDreyfus2_automl::automl_train_manual_trainwgrad_adam_05,0.1594,0.0254,0.1246,0.4762,1.693
uDreyfus2_automl::automl_train_manual_trainwpso_01,0.1674,0.028,0.1295,0.4592,3.002
uDreyfus2_automl::automl_train_manual_trainwpso_02,0.152,0.0231,0.1137,0.4448,5.71
uDreyfus2_automl::automl_train_manual_trainwpso_03,0.1136,0.0129,0.0903,0.2899,5.24
uDreyfus2_automl::automl_train_manual_trainwpso_04,0.1172,0.0137,0.0935,0.2969,10.436
uDreyfus2_automl::automl_train_manual_trainwpso_05,0.16,0.0256,0.1249,0.4814,5.534
