event,start,end,duration,RMSE,MAE,stars,params,comment
uDreyfus1_AMORE:ADAPTgd_01,10:56:09.051,10:56:09.203,0.152,0.073,0.0585,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_02,10:56:09.205,10:56:09.362,0.157,0.0766,0.0532,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_03,10:56:09.364,10:56:09.520,0.156,0.0877,0.0662,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_04,10:56:09.522,10:56:09.682,0.16,0.0747,0.0561,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_05,10:56:09.684,10:56:09.840,0.156,0.1533,0.1157,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_06,10:56:09.841,10:56:10.005,0.164,0.0867,0.0561,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_07,10:56:10.006,10:56:10.164,0.158,0.1715,0.1487,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_08,10:56:10.166,10:56:10.326,0.16,0.1306,0.1124,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_09,10:56:10.328,10:56:10.493,0.165,0.0767,0.0604,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgd_10,10:56:10.494,10:56:10.657,0.163,0.079,0.0587,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_01,10:57:33.802,10:57:33.991,0.189,0.0329,0.0267,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_02,10:57:33.992,10:57:34.178,0.186,0.0371,0.0304,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_03,10:57:34.180,10:57:34.366,0.186,0.0339,0.0274,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_04,10:57:34.367,10:57:34.558,0.191,0.0351,0.0282,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_05,10:57:34.559,10:57:34.735,0.176,0.0383,0.0305,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_06,10:57:34.735,10:57:34.918,0.183,0.0334,0.0271,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_07,10:57:34.918,10:57:35.111,0.193,0.038,0.031,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_08,10:57:35.111,10:57:35.301,0.19,0.0384,0.0314,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_09,10:57:35.301,10:57:35.495,0.194,0.0377,0.0298,,iter=5000,NA
uDreyfus1_AMORE:ADAPTgdwm_10,10:57:35.496,10:57:35.685,0.189,0.0396,0.0326,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_01,10:59:49.862,10:59:50.646,0.784,0.3532,0.2789,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_02,10:59:50.648,10:59:51.424,0.776,0.3736,0.2824,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_03,10:59:51.424,10:59:52.221,0.797,0.3579,0.2762,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_04,10:59:52.223,10:59:52.993,0.77,0.3621,0.2816,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_05,10:59:52.993,10:59:53.788,0.795,0.3855,0.2897,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_06,10:59:53.790,10:59:54.600,0.81,0.367,0.2805,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_07,10:59:54.602,10:59:55.408,0.806,0.3548,0.2784,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_08,10:59:55.408,10:59:56.226,0.818,0.3508,0.2765,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_09,10:59:56.228,10:59:56.996,0.768,0.3493,0.2737,,iter=5000,NA
uDreyfus1_AMORE:BATCHgd_10,10:59:56.996,10:59:57.788,0.792,0.3486,0.2749,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_01,11:02:21.451,11:02:22.243,0.792,0.5564,0.472,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_02,11:02:22.243,11:02:23.046,0.803,0.487,0.3909,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_03,11:02:23.048,11:02:23.858,0.81,0.5489,0.4625,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_04,11:02:23.860,11:02:24.666,0.806,0.5478,0.4598,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_05,11:02:24.666,11:02:25.490,0.824,0.5206,0.4203,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_06,11:02:25.495,11:02:26.289,0.794,0.5414,0.4555,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_07,11:02:26.304,11:02:27.109,0.805,0.5461,0.4538,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_08,11:02:27.109,11:02:27.919,0.81,0.5782,0.4935,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_09,11:02:27.920,11:02:28.708,0.788,0.5515,0.4666,,iter=5000,NA
uDreyfus1_AMORE:BATCHgdwm_10,11:02:28.708,11:02:29.523,0.815,0.6077,0.525,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_01,11:09:43.437,11:09:43.533,0.096,0.0278,0.0212,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_02,11:09:43.535,11:09:43.592,0.057,0.0344,0.0271,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_03,11:09:43.592,11:09:43.656,0.064,0.0346,0.0264,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_04,11:09:43.656,11:09:43.703,0.047,0.0079,0.0054,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_05,11:09:43.703,11:09:43.773,0.07,0.0169,0.0125,,iter=5000,NA
uDreyfus1_ANN2::neuralnetwork_adam_06,11:09:43.774,11:09:43.829,0.055,0.0232,0.0173,,iter=5000,NA
