event,RMSE,MSE,MAE,WAE,time
uDreyfus2_ANN2::neuralnetwork_sgd_01,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_03,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_04,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_01,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_03,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_04,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_01,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_03,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_04,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_01,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_03,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_04,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_01,1.6087,2.5878,1.369,3.0295,0
uDreyfus2_ANN2::neuralnetwork_adam_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_03,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_adam_04,1.6087,2.5878,1.369,3.0295,0
uDreyfus2_ANN2::neuralnetwork_adam_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_01,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_02,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_03,1.6087,2.5878,1.369,3.0295,0
uDreyfus2_ANN2::neuralnetwork_rmsprop_04,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_rmsprop_05,1.6087,2.5878,1.369,3.0295,0.001
uDreyfus2_ANN2::neuralnetwork_sgd_01,0.3723,0.1386,0.2785,0.9033,0.011
uDreyfus2_ANN2::neuralnetwork_sgd_02,0.381,0.1452,0.2856,1.0646,0.012
uDreyfus2_ANN2::neuralnetwork_sgd_03,0.3822,0.1461,0.2825,0.9666,0.012
uDreyfus2_ANN2::neuralnetwork_sgd_04,0.3719,0.1383,0.2802,0.9848,0.011
uDreyfus2_ANN2::neuralnetwork_sgd_05,0.371,0.1377,0.2804,0.981,0.011
uDreyfus2_ANN2::neuralnetwork_adam_01,0.3709,0.1376,0.2805,0.9098,0.012
uDreyfus2_ANN2::neuralnetwork_adam_02,0.3592,0.129,0.2798,0.9221,0.012
uDreyfus2_ANN2::neuralnetwork_adam_03,0.3453,0.1192,0.2792,0.8621,0.012
uDreyfus2_ANN2::neuralnetwork_adam_04,0.3464,0.12,0.2668,0.8999,0.012
uDreyfus2_ANN2::neuralnetwork_adam_05,0.3412,0.1164,0.2618,0.8867,0.012
uDreyfus2_ANN2::neuralnetwork_rmsprop_01,0.2935,0.0861,0.2058,0.882,0.012
uDreyfus2_ANN2::neuralnetwork_rmsprop_02,0.2802,0.0785,0.1976,0.8211,0.012
uDreyfus2_ANN2::neuralnetwork_rmsprop_03,0.3343,0.1117,0.2675,0.7721,0.012
uDreyfus2_ANN2::neuralnetwork_rmsprop_04,0.3658,0.1338,0.2826,0.8565,0.012
uDreyfus2_ANN2::neuralnetwork_rmsprop_05,0.2838,0.0805,0.215,0.7818,0.012
