event,RMSE,MSE,MAE,WAE,time
uDmod1_ANN2::neuralnetwork_sgd_01,0.5884,0.3462,0.5069,1.0104,0
uDmod1_ANN2::neuralnetwork_sgd_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_05,0.5884,0.3462,0.5069,1.0104,0
uDmod1_ANN2::neuralnetwork_adam_01,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_05,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_01,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_05,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_01,0.5884,0.3462,0.5069,1.0104,0
uDmod1_ANN2::neuralnetwork_rmsprop_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_05,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_01,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_adam_05,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_01,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_02,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_03,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_04,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_rmsprop_05,0.5884,0.3462,0.5069,1.0104,0.001
uDmod1_ANN2::neuralnetwork_sgd_01,0.3474,0.1207,0.2919,0.8259,0.016
uDmod1_ANN2::neuralnetwork_sgd_02,0.3443,0.1185,0.2978,0.7195,0.016
uDmod1_ANN2::neuralnetwork_sgd_03,0.3381,0.1143,0.2919,0.7668,0.017
uDmod1_ANN2::neuralnetwork_sgd_04,0.3218,0.1036,0.2785,0.6835,0.017
uDmod1_ANN2::neuralnetwork_sgd_05,0.3093,0.0957,0.2638,0.7162,0.017
uDmod1_ANN2::neuralnetwork_adam_01,0.2332,0.0544,0.1801,0.5578,0.017
uDmod1_ANN2::neuralnetwork_adam_02,0.2298,0.0528,0.1755,0.5401,0.017
uDmod1_ANN2::neuralnetwork_adam_03,0.2258,0.051,0.1753,0.5098,0.017
uDmod1_ANN2::neuralnetwork_adam_04,0.247,0.061,0.1968,0.587,0.017
uDmod1_ANN2::neuralnetwork_adam_05,0.2558,0.0654,0.2047,0.6296,0.017
uDmod1_ANN2::neuralnetwork_rmsprop_01,0.3417,0.1167,0.2963,0.6716,0.017
uDmod1_ANN2::neuralnetwork_rmsprop_02,0.341,0.1163,0.2935,0.7673,0.016
uDmod1_ANN2::neuralnetwork_rmsprop_03,0.2266,0.0514,0.1755,0.5731,0.017
uDmod1_ANN2::neuralnetwork_rmsprop_04,0.289,0.0835,0.2344,0.73,0.017
uDmod1_ANN2::neuralnetwork_rmsprop_05,0.2313,0.0535,0.1789,0.5462,0.017
