event,RMSE,MSE,MAE,WAE,time
uGauss1_ANN2::neuralnetwork_sgd_01,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_sgd_02,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_03,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_sgd_04,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_sgd_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_01,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_02,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_03,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_04,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_01,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_02,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_03,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_04,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_sgd_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_01,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_02,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_03,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_04,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_01,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_02,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_adam_03,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_adam_04,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_adam_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_01,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_02,41.6253,1732.6685,36.1679,91.5205,0
uGauss1_ANN2::neuralnetwork_rmsprop_03,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_04,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_rmsprop_05,41.6253,1732.6685,36.1679,91.5205,0.001
uGauss1_ANN2::neuralnetwork_sgd_01,4.8007,23.0471,3.9031,13.2935,0.099
uGauss1_ANN2::neuralnetwork_sgd_02,11.5441,133.2664,9.7196,26.6531,0.097
uGauss1_ANN2::neuralnetwork_sgd_03,12.0722,145.7374,10.0938,27.8518,0.095
uGauss1_ANN2::neuralnetwork_sgd_04,12.0682,145.6409,10.2036,25.3232,0.094
uGauss1_ANN2::neuralnetwork_sgd_05,10.2914,105.9128,8.6218,22.4912,0.096
uGauss1_ANN2::neuralnetwork_adam_01,9.5205,90.6393,7.9408,21.8094,0.103
uGauss1_ANN2::neuralnetwork_adam_02,4.2743,18.2699,3.4665,11.9859,0.103
uGauss1_ANN2::neuralnetwork_adam_03,9.0666,82.2038,7.3926,26.3229,0.101
uGauss1_ANN2::neuralnetwork_adam_04,7.5133,56.4495,6.1147,19.0645,0.103
uGauss1_ANN2::neuralnetwork_adam_05,5.4322,29.5093,4.0558,19.6097,0.106
uGauss1_ANN2::neuralnetwork_rmsprop_01,5.0381,25.382,3.868,14.7623,0.101
uGauss1_ANN2::neuralnetwork_rmsprop_02,10.3543,107.2119,8.5568,23.4438,0.097
uGauss1_ANN2::neuralnetwork_rmsprop_03,9.3597,87.6031,7.7555,20.8862,0.098
uGauss1_ANN2::neuralnetwork_rmsprop_04,5.4897,30.1365,4.1282,20.0155,0.101
uGauss1_ANN2::neuralnetwork_rmsprop_05,4.9755,24.7554,3.7228,18.6215,0.102
